Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.32967309447699994,0.4143107600155047,0.8768421052631579,0.547169010786158,62.40222812087036,0.9321482937496777,57,0.2876652461419244,0.9325462242330784
EC,52,0.12689428019572252,0.17073934303692836,0.19607719298245616,0.06918291278673364,35.28350836444488,0.9818048920248011,57,0.13142468182222392,0.9523054870972534
EC warmup30,30,0.1702424541971689,0.2755497370098575,0.24673468354430375,0.07649222934713484,31.001814681396375,0.9456352993802498,79,,
