run,train_start,train_end,test_start,test_end,train_rows,test_rows,mae_internal_air_temp_c,rmse_internal_air_temp_c,r2_internal_air_temp_c,mae_internal_radiation,rmse_internal_radiation,r2_internal_radiation,mae_ET0,rmse_ET0,r2_ET0,mae_internal_rh_pct,rmse_internal_rh_pct,r2_internal_rh_pct
31,2025-05-29 01:00:00,2025-07-09 01:10:00,2025-07-09 01:20:00,2025-07-10 01:10:00,5904,144,0.1660828813916276,0.21088026854585243,0.9974624421938172,10.36568737318688,19.122413356863028,0.9929496810887422,0.001638307391624627,0.0024342418248954347,0.996327515789308,1.4310128238387112,1.8234414368650316,0.9751869334016414
32,2025-05-29 01:00:00,2025-07-10 01:10:00,2025-07-10 01:20:00,2025-07-11 01:10:00,6048,144,0.23220376105364704,0.3569103583483823,0.9926033168762051,17.661085641057753,30.63907225494306,0.984181589354354,0.0026782927362976844,0.004302935265578589,0.9882447130601925,1.1541162424324531,1.6780508844558737,0.9754001719509527
33,2025-05-29 01:00:00,2025-07-11 01:10:00,2025-07-11 01:20:00,2025-07-12 01:10:00,6192,144,0.2864023101287322,0.3556853577334386,0.9912021478210743,13.179891843257478,23.049489326688885,0.9939126919658285,0.002364789865138049,0.003509134286167122,0.9933397813514375,1.59162411271619,2.049177824224269,0.968194354735035
34,2025-05-29 01:00:00,2025-07-12 01:10:00,2025-07-12 01:20:00,2025-07-13 01:10:00,6336,144,0.34204507235915727,0.42736567796536823,0.9884264477450005,13.625650986999041,21.71581712547034,0.9946947764939492,0.0023402604544710943,0.0035029725840518724,0.9935503260668016,1.9152950475603712,2.5599484637807257,0.9574052075317505
35,2025-05-29 01:00:00,2025-07-13 01:10:00,2025-07-13 01:20:00,2025-07-14 01:10:00,6480,144,0.1789109857536673,0.2863102431303583,0.9944158758013334,10.916456174517831,19.90343924099427,0.9947288857107568,0.0019574479561589187,0.002944816846067809,0.9950442200548376,1.5301136315646442,1.8956225494228132,0.9504439966557415
36,2025-05-29 01:00:00,2025-07-14 01:10:00,2025-07-14 01:20:00,2025-07-15 01:10:00,6624,144,0.2484822969753193,0.33794870263399973,0.9921972838330659,12.641899970487884,24.655236469201295,0.990905146005132,0.001537490139217574,0.00238493239983703,0.9966278348774206,0.9277116208328126,1.1885195100295118,0.9834706378529177
37,2025-05-29 01:00:00,2025-07-15 01:10:00,2025-07-15 01:20:00,2025-07-16 01:10:00,6768,144,0.19045535626126042,0.2366019323635578,0.9963899439158747,13.431196000658804,23.995596412429165,0.991092738521846,0.0015440245362065004,0.0026914110060349264,0.9958434137631678,1.2007668634958604,1.471735237588895,0.9786735590032721
38,2025-05-29 01:00:00,2025-07-16 01:10:00,2025-07-16 01:20:00,2025-07-17 01:20:00,6912,144,0.25354591536443977,0.3242513604432564,0.9950485543659325,19.116655963292672,41.444389644730826,0.9772127772138227,0.002291452526642766,0.00337053637350257,0.9946195474436704,1.5692387188142547,2.2995299483069,0.9461291580860556
39,2025-05-29 01:00:00,2025-07-17 01:20:00,2025-07-17 01:30:00,2025-07-18 01:20:00,7056,144,0.7256622723660735,0.988828793998524,0.9601264174851599,27.450127971986902,41.15068502261828,0.9831292858710325,0.0038448047965222937,0.006157725336542071,0.9831062988198589,2.0191346076508925,2.5401207223334223,0.9398422998687939
40,2025-05-29 01:00:00,2025-07-18 01:20:00,2025-07-18 01:30:00,2025-07-19 01:20:00,7200,144,0.3424655257368673,0.46270770824891466,0.9888426100132317,10.758178877762967,18.670981291749495,0.9963151876578891,0.0020926181857772153,0.0033805950656426377,0.9942322036206457,2.0253554921240777,2.8289289499183456,0.9228251770116191
41,2025-05-29 01:00:00,2025-07-19 01:20:00,2025-07-19 01:30:00,2025-07-20 01:20:00,7344,144,0.21784116385836022,0.31073045190135706,0.9919764851717487,11.637941449095559,21.48581000819617,0.9936656088238776,0.0016837371510128483,0.0027148262098962827,0.9959695653214635,1.3077076551529379,1.6985818256102385,0.9716586818761633
42,2025-05-29 01:00:00,2025-07-20 01:20:00,2025-07-20 01:30:00,2025-07-21 01:20:00,7488,144,0.20240098158533024,0.2919974548103791,0.9925940395904885,14.243578234512167,27.175496794701232,0.9906928740604665,0.0021604660654602112,0.003894798689817234,0.9914916499013893,1.1187452820534078,1.5924567871733628,0.978246026224029
43,2025-05-29 01:00:00,2025-07-21 01:20:00,2025-07-21 01:30:00,2025-07-22 01:20:00,7632,144,0.20423218388737793,0.26260660879565745,0.9945016840799501,13.785179079818352,24.616037528537106,0.9922870727292553,0.0021182124809078664,0.0033983731726831275,0.9934400601356346,1.1632887190317305,1.467366469518265,0.9780185062134297
44,2025-05-29 01:00:00,2025-07-22 01:20:00,2025-07-22 01:30:00,2025-07-23 01:20:00,7776,144,0.2135584064174619,0.2787078241521778,0.9946889196353592,11.03194171026477,19.857812121665564,0.9957530192841839,0.001992180245408736,0.0032834249430068623,0.9944158598073506,1.1802880752202447,1.4919845798579352,0.9781385715431925
45,2025-05-29 01:00:00,2025-07-23 01:20:00,2025-07-23 01:30:00,2025-07-24 01:20:00,7920,144,0.19849346007164692,0.28007996021102183,0.9952030190013428,13.458500870432587,24.20774977959018,0.993008560342402,0.002108949831190768,0.0036100180345560082,0.9929636405630275,1.498991973708269,2.0076153600323137,0.9439628946150566
46,2025-05-29 01:00:00,2025-07-24 01:20:00,2025-07-24 01:30:00,2025-07-25 01:20:00,8064,144,0.267467929692379,0.3625151237033154,0.9927399864740551,18.269404285096723,34.71907127907167,0.9834669749317666,0.00165806594389965,0.0024862620069178577,0.996843063276971,1.2484308296941522,1.6456536224559348,0.9743101914943919
47,2025-05-29 01:00:00,2025-07-25 01:20:00,2025-07-25 01:30:00,2025-07-26 01:20:00,8208,144,0.36147157623514387,0.45579268156124997,0.9854060345868555,17.12616839237619,30.666660727290864,0.9856326286720334,0.003988611138627836,0.006398225868531116,0.9723621497441579,2.388124379224956,2.708673296550745,0.8655548197410937
48,2025-05-29 01:00:00,2025-07-26 01:20:00,2025-07-26 01:30:00,2025-07-27 01:20:00,8352,144,0.27463180594725106,0.38312776797509174,0.9888915540089831,14.039636589720807,25.48297105904424,0.9904997639328668,0.002789151366635173,0.004509840038022603,0.9885540777416459,0.936097870076929,1.2497295418026055,0.9826045315191856
49,2025-05-29 01:00:00,2025-07-27 01:20:00,2025-07-27 01:30:00,2025-07-28 01:20:00,8496,144,0.3391855140601052,0.4453080572745376,0.9898436936366274,14.461990596744888,24.222067939571065,0.9919757908641358,0.002915166105831082,0.004770783291369463,0.9886747551040818,1.606858127655935,2.052046704541306,0.9717296853792307
50,2025-05-29 01:00:00,2025-07-28 01:20:00,2025-07-28 01:30:00,2025-07-29 01:20:00,8640,144,0.24532137698960899,0.3512694449719562,0.989208948135971,15.691084681853473,29.18657930954592,0.9895067425143433,0.00239884984804342,0.003914316896196894,0.9924064140561485,1.0810775387582972,1.39680298273726,0.985635104315376
51,2025-05-29 01:00:00,2025-07-29 01:20:00,2025-07-29 01:30:00,2025-07-30 01:20:00,8784,144,0.24157154566611608,0.3674223104184825,0.9855233900914374,33.55749880241767,62.335245105363434,0.9481856474540472,0.0028355406490921504,0.004658531334997666,0.9870438554609605,1.47162311235403,1.8403262141683865,0.9715541106777573
52,2025-05-29 01:00:00,2025-07-30 01:20:00,2025-07-30 01:30:00,2025-07-31 01:20:00,8928,144,0.22218113501579773,0.33853461894258663,0.9869475926009195,10.387137200997357,19.73552680999711,0.9953362726943348,0.0022827746375474064,0.003503177202397192,0.9931423279510406,1.8124970818409514,2.2864747021892105,0.9507488716401781
53,2025-05-29 01:00:00,2025-07-31 01:20:00,2025-07-31 01:30:00,2025-08-01 01:30:00,9072,144,0.24880138932839901,0.3459753772487027,0.9842003501260798,20.332722974244554,38.62494828061545,0.9804642522152577,0.003322755344949224,0.005115124599511523,0.9850449953517865,1.169392727491174,1.4458087424541566,0.975334470033185
54,2025-05-29 01:00:00,2025-08-01 01:30:00,2025-08-01 01:40:00,2025-08-02 02:40:00,9216,144,0.1739882248308421,0.23892151796291292,0.9947394383000395,18.627396134810326,35.81735392164004,0.9833170412358916,0.0018467308834259016,0.003283716203939438,0.9942988863793214,1.118865386856519,1.4211564366449703,0.9743624531521679
55,2025-05-29 01:00:00,2025-08-02 02:40:00,2025-08-02 02:50:00,2025-08-03 02:40:00,9360,144,0.2022562150850814,0.2833901790259438,0.9923902583604582,10.71658448190609,22.525644217175074,0.9937819382325794,0.002165613861613443,0.0037553208229818974,0.9917603509641887,1.3077512361939132,1.7157630185276336,0.9659492975230338
56,2025-05-29 01:00:00,2025-08-03 02:40:00,2025-08-03 02:50:00,2025-08-04 02:40:00,9504,144,0.2488379359859293,0.3280167607949409,0.9908062703886291,14.079536627095093,29.68235652285285,0.9903047344423564,0.001920274137251216,0.0032134796156809485,0.9945958922291923,1.263721957134333,1.5991768656546674,0.9699295658314948
57,2025-05-29 01:00:00,2025-08-04 02:40:00,2025-08-04 02:50:00,2025-08-05 02:40:00,9648,144,0.23202430525142967,0.31457539656628675,0.9929545953339793,11.888327547652413,22.10691066962845,0.994013529284457,0.0024453538139962054,0.004073788272314101,0.9909458187729628,1.537906973236402,1.9897926239190347,0.938676892001471
58,2025-05-29 01:00:00,2025-08-05 02:40:00,2025-08-05 02:50:00,2025-08-06 02:40:00,9792,144,0.22103337037077245,0.3032963277265805,0.9922580498332692,11.871166203698285,24.192711515489318,0.9929311228143803,0.001854337583118054,0.003267304256613786,0.9942276078481762,1.2785770154991587,1.7252072800911817,0.9578064853396503
59,2025-05-29 01:00:00,2025-08-06 02:40:00,2025-08-06 02:50:00,2025-08-07 02:40:00,9936,144,0.15971529258211772,0.21102419178534507,0.9961023772014866,10.049393130820096,21.2198980831214,0.9944663432330203,0.0017178330788551119,0.003128849518993101,0.9944246669635296,1.1804788834983797,1.4437307649537754,0.9715938348060604
60,2025-05-29 01:00:00,2025-08-07 02:40:00,2025-08-07 02:50:00,2025-08-08 02:40:00,10080,144,0.19093526111920317,0.2429407886550305,0.9952593979832837,13.903161756342335,27.718923830543996,0.9909806159247673,0.002023018776996759,0.0037217736634896307,0.9919880728145223,1.0668458780974,1.3301372680643004,0.9840147373159389
61,2025-05-29 01:00:00,2025-08-08 02:40:00,2025-08-08 02:50:00,2025-08-09 02:40:00,10224,144,0.1963877906200348,0.27503499221736893,0.9919745963853178,21.344883533502937,41.54715189113929,0.9710757981650071,0.002492115301064695,0.004567123570574444,0.9869700247876417,1.581287918248933,1.9426762462550453,0.9645159023587715
62,2025-05-29 01:00:00,2025-08-09 02:40:00,2025-08-09 02:50:00,2025-08-10 02:40:00,10368,144,0.3569757644167343,0.4909381476923811,0.9729296194931139,17.588895182273674,30.338500358926908,0.981142716400326,0.002867718369076342,0.005066958365503051,0.9787046511411482,1.1552169838949242,1.5354430805934995,0.9722062376720948
63,2025-05-29 01:00:00,2025-08-10 02:40:00,2025-08-10 02:50:00,2025-08-11 02:40:00,10512,144,0.47851588334308787,0.6793418964409292,0.9672297939707122,27.012504923178923,50.98193952209087,0.9615791460787205,0.0044568265913019515,0.0074288821360256945,0.9684895443219749,5.988583749967553,9.363792085240895,0.5460824058543061
64,2025-05-29 01:00:00,2025-08-11 02:40:00,2025-08-11 02:50:00,2025-08-12 02:40:00,10656,144,0.5553732703551444,0.8210098719602605,0.9489887814507184,28.375140310169204,49.899698551083155,0.9602341177716731,0.005014396471949845,0.008877025566341588,0.9570958907984637,4.157237904215426,5.260087449549448,0.8806364711042305
65,2025-05-29 01:00:00,2025-08-12 02:40:00,2025-08-12 02:50:00,2025-08-13 02:40:00,10800,144,0.5272314654171747,0.6240843368722897,0.9680687320439427,34.67310548678229,68.27896131265179,0.911120418035021,0.005515943272426037,0.009471985605070832,0.9345874769874032,6.803228085346401,8.456427026124368,0.3646425749754637
66,2025-05-29 01:00:00,2025-08-13 02:40:00,2025-08-13 02:50:00,2025-08-14 02:40:00,10944,144,0.5463318810341163,0.7153400109989263,0.9641864617559643,27.38760880208807,51.21343169694278,0.9586328086038646,0.0033658829163001783,0.005582819001945721,0.9801277321950389,3.2398266355318053,4.2896165912529876,0.8638583855241
67,2025-05-29 01:00:00,2025-08-14 02:40:00,2025-08-14 02:50:00,2025-08-15 02:40:00,11088,144,0.8033761161778147,1.123919445309962,0.9389669232665632,35.0666784806657,65.77188731766603,0.9385556789181211,0.004190787741989394,0.0074132455979948305,0.9716335522584577,3.105758380703416,4.0928567312926925,0.917059217608927
68,2025-05-29 01:00:00,2025-08-15 02:40:00,2025-08-15 02:50:00,2025-08-16 02:40:00,11232,144,0.41187352196950217,0.5344484085187357,0.9868942218424119,27.852844655191255,47.83401580752217,0.9735251204154033,0.005715765896849491,0.009641722772600494,0.9639188366895448,3.1135453082962647,4.025686623159942,0.9344213293613921
69,2025-05-29 01:00:00,2025-08-16 02:40:00,2025-08-16 02:50:00,2025-08-17 02:40:00,11376,144,0.7867805998889762,1.0844145622625438,0.9089343730122897,24.805727774346376,47.5898798514249,0.9740382183170071,0.003709499611001058,0.006168114014104781,0.9803063762460353,3.457391301319521,4.246958599497654,0.7123395912375087
70,2025-05-29 01:00:00,2025-08-17 02:40:00,2025-08-17 02:50:00,2025-08-18 02:40:00,11520,144,0.8543567346069314,1.0231546328560448,0.8892951949970889,33.62727013552271,67.01913896887405,0.9467144182290252,0.006308663722895767,0.009729529948252364,0.949690128741286,4.57616046727736,5.449010647318338,0.7338401824102885
71,2025-05-29 01:00:00,2025-08-18 02:40:00,2025-08-18 02:50:00,2025-08-19 02:40:00,11664,144,0.7034513789821031,0.8532192294805437,0.9380193300857768,31.84952423318355,62.695642932274865,0.9547157421906656,0.004936666166757548,0.008641691141439685,0.9615438960052465,4.8649067984025045,5.864271345310272,0.7073418335894115
72,2025-05-29 01:00:00,2025-08-19 02:40:00,2025-08-19 02:50:00,2025-08-20 02:40:00,11808,144,0.27426236798265125,0.34547976083997955,0.9923241884524405,16.756865871230318,32.80400038985309,0.9873562629652106,0.002711880383596355,0.004666145421805065,0.9887641526710153,1.6068053688856,2.027860128025235,0.9577348973408085
73,2025-05-29 01:00:00,2025-08-20 02:40:00,2025-08-20 02:50:00,2025-08-21 02:40:00,11952,144,0.4055571184228112,0.5192873390560796,0.9843938780012733,21.860316306462934,39.87357698354062,0.9806592939448655,0.0033191661952240215,0.00592574552239969,0.9812260030384186,1.801214901583152,2.2579236849594126,0.9582754094832124
74,2025-05-29 01:00:00,2025-08-21 02:40:00,2025-08-21 02:50:00,2025-08-22 02:40:00,12096,144,0.33289390938031427,0.43322453833345315,0.9863810982550304,43.48927072215449,97.75976712815645,0.8728538233238766,0.005943481975512469,0.01271937593630608,0.9146198917614998,2.3447215548587734,2.8813885211982506,0.9433343152992137
75,2025-05-29 01:00:00,2025-08-22 02:40:00,2025-08-22 02:50:00,2025-08-23 02:40:00,12240,144,0.3985987340438302,0.5173344890287741,0.9799701007093466,23.18856923899044,42.9786241544002,0.9754253496411059,0.003229729937589355,0.005305437595496324,0.9828774257382519,2.3356537820043783,2.918826283540008,0.9281858341202002
76,2025-05-29 01:00:00,2025-08-23 02:40:00,2025-08-23 02:50:00,2025-08-24 02:40:00,12384,144,0.3670220522655636,0.4546890300142593,0.9873923370341556,24.913487237032886,48.321977907543165,0.9693520450563138,0.003181412254223654,0.005541939515946254,0.9810207186500155,3.0910891658181,3.855425036432019,0.8087894931679299
77,2025-05-29 01:00:00,2025-08-24 02:40:00,2025-08-24 02:50:00,2025-08-25 02:40:00,12528,144,0.3536599127911647,0.43175639439809155,0.9856586222852218,18.62697620942094,45.16005869305215,0.9728865511534593,0.0028041930954727182,0.005637042425308801,0.9806280677067264,1.7645989181557078,2.3822228585868594,0.9373069306570988
78,2025-05-29 01:00:00,2025-08-25 02:40:00,2025-08-25 02:50:00,2025-08-26 02:40:00,12672,144,0.35298604150131435,0.44063518124705586,0.9821001524045773,24.42693772544181,44.06348423964221,0.9736627504060268,0.003960425339663955,0.006411738050379608,0.9737552617725258,3.8370318009366176,4.626766098331439,0.6730442374073697
79,2025-05-29 01:00:00,2025-08-26 02:40:00,2025-08-26 02:50:00,2025-08-27 02:40:00,12816,144,0.544228346139892,0.8124600399652527,0.9180766509051632,34.145670550942725,64.44334095677436,0.9392377143148795,0.005119343126304715,0.009143086658410467,0.9447971430939017,3.0200050988603313,4.117017270353427,0.8007098204431323
80,2025-05-29 01:00:00,2025-08-27 02:40:00,2025-08-27 02:50:00,2025-08-28 12:00:00,12960,144,0.485718847819924,0.7055357235588338,0.9164756485750174,48.15611848922799,96.52031768351843,0.604751946898898,0.006356104994283744,0.012666199088722704,0.6829685075442253,4.118154408031168,4.815881871254961,0.47652692062153024
