variable,actual_rows,predicted_rows,actual_mean,mae,rmse,r2,mae_pct_of_mean
internal_air_temp_c,14677,14688,28.628763921646115,0.4313184090147625,0.5801063665426083,0.9722779273928853,1.506591099061193
ET0,14677,14688,0.03700906700310987,0.003514711706386187,0.005927903908457546,0.9730268180369538,9.496893575001081
internal_rh_pct,14677,14688,71.73463655647596,2.718278382337425,3.561635642441338,0.8606287867079798,3.7893526932381563
internal_radiation,14677,14688,195.0834914092723,22.473607915376846,43.9694361458272,0.9661048390436027,11.519994722787024
soil_temp_C,4124,5184,29.504660523763338,0.8567356662604382,1.1895983796590022,0.9209212712107425,2.9037299567314627
