timestamp,gap_hours,ph_true,ph_pred,ph_naive,ec_true,ec_pred,ec_naive,specialist_active,specialist_type,n_train
2025-09-01 08:30:00,0.0,9.76,9.76,9.76,0.292,0.292,0.292,False,base,67
2025-09-01 12:30:00,4.0,10.38,10.81840802192688,9.76,0.306,0.2615705480570752,0.292,False,base,67
2025-09-02 08:30:00,20.0,8.0,8.967896466255189,10.38,0.168,0.345334036821223,0.306,False,base,68
2025-09-02 15:00:00,6.5,10.34,9.837896466255188,8.0,0.299,0.22706477118044446,0.168,False,base,70
2025-09-03 09:00:00,18.0,8.87,8.616166796684265,10.34,0.301,0.23758147169121058,0.299,False,base,71
2025-09-03 15:20:00,6.333333333333333,10.32,10.26775013923645,8.87,0.308,0.34179453601184073,0.301,False,base,73
2025-09-07 08:50:00,89.5,8.25,8.634290165901184,10.32,0.334,0.26173222304168564,0.308,False,base,75
2025-09-07 15:30:00,6.666666666666667,10.01,9.896111249923706,8.25,0.1548,0.45615340451702735,0.334,False,base,76
2025-09-08 09:30:00,18.0,8.8,8.8548166847229,10.01,0.326,0.1978197555990068,0.1548,False,base,77
2025-09-08 13:50:00,4.333333333333333,9.76,8.963370206952096,8.8,0.156,0.21509493741608346,0.326,False,base,79
2025-09-09 08:30:00,18.666666666666668,7.9,8.108997116088867,9.76,0.348,0.18887822952535557,0.156,False,base,80
2025-09-09 14:10:00,5.666666666666667,9.9,9.658584499359131,7.9,0.3,0.22455312228940846,0.348,False,base,82
2025-09-09 15:40:00,1.5,9.88,10.382938289642334,9.9,0.347,0.3106405107515618,0.3,False,base,83
2025-09-09 18:40:00,3.0,9.33,9.147282724380494,9.88,0.161,0.23119228417469753,0.347,False,base,85
2025-09-10 07:50:00,13.166666666666666,7.87,7.789982514381409,9.33,0.342,0.2712899671364777,0.161,False,base,88
2025-09-10 11:30:00,3.6666666666666665,9.5,9.00750720024109,7.87,0.292,0.22565481999152062,0.342,False,base,92
2025-09-10 13:50:00,2.3333333333333335,10.16,10.075255751609802,9.5,0.303,0.3734331519261815,0.292,False,base,95
2025-09-10 15:50:00,2.0,10.22,10.387277636528015,10.16,0.306,0.21874750022865785,0.303,False,base,99
2025-09-11 07:50:00,16.0,7.81,8.255955905914307,10.22,0.336,0.2781724145131907,0.306,False,base,104
2025-09-11 11:20:00,3.5,9.24,9.223675785064696,7.81,0.17,0.29175633228993114,0.336,False,base,108
2025-09-11 13:30:00,2.1666666666666665,9.39,9.828928043842316,9.24,0.348,0.25568086941722024,0.17,False,base,112
2025-09-11 14:10:00,0.6666666666666666,10.06,9.84245635509491,9.39,0.325,0.25484740377221143,0.348,False,base,116
2025-09-11 17:20:00,3.1666666666666665,9.56,9.424093363285065,10.06,0.288,0.26685185760508456,0.325,False,base,120
2025-09-11 18:10:00,0.8333333333333334,9.05,9.23749708890915,9.56,0.349,0.3535313732485891,0.288,False,base,124
2025-09-14 08:30:00,62.333333333333336,8.48,8.618436950445176,9.05,0.177,0.2759429700336747,0.349,False,base,128
2025-09-14 11:30:00,3.0,9.26,9.293695430755616,8.48,0.286,0.21222620513890078,0.177,False,base,129
2025-09-14 12:20:00,0.8333333333333334,9.65,9.64840714097023,9.26,0.316,0.24251877049295048,0.286,False,base,130
2025-09-14 15:10:00,2.8333333333333335,9.95,10.004417771100998,9.65,0.156,0.27231525903412573,0.316,False,base,131
2025-09-14 18:00:00,2.8333333333333335,9.36,9.368677687644958,9.95,0.307,0.24815483501324886,0.156,False,base,133
2025-09-15 08:10:00,14.166666666666666,7.92,7.779498562812805,9.36,0.198,0.2587746159442962,0.307,False,base,136
2025-09-15 12:00:00,3.8333333333333335,9.45,9.042679710388184,7.92,0.321,0.3124135409570654,0.198,False,base,140
2025-09-15 14:10:00,2.1666666666666665,10.13,9.925825816392898,9.45,0.332,0.25084758479817426,0.321,False,base,145
2025-09-15 15:30:00,1.3333333333333333,10.2,10.257753049135209,10.13,0.334,0.34995438386981836,0.332,False,base,150
2025-09-15 17:40:00,2.1666666666666665,9.09,9.489286911487579,10.2,0.383,0.315766494822165,0.334,False,base,154
2025-09-16 06:40:00,13.0,7.66,7.962002243995666,9.09,0.358,0.36080932139322613,0.383,False,base,158
2025-09-16 08:50:00,2.1666666666666665,8.14,8.091808352470398,7.66,0.183,0.4478796005986629,0.358,False,base,162
2025-09-16 10:00:00,1.1666666666666667,7.94,8.754241421222687,8.14,0.414,0.2979900207718212,0.183,False,base,167
2025-09-16 12:10:00,2.1666666666666665,9.5,8.583717586994172,7.94,0.302,0.35300856740321646,0.414,False,base,172
