regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH Sep 18-21 transition,14,0.319705342889412,0.4044361958557586,0.8277806816822215,0.512142857142857,0.19243751425344502,6.1485714285714295,7.76
pH Sep 21,7,0.3672960927774943,0.45795088974443815,-0.03547206358884347,0.38571428571428573,0.018418192936791422,5.2628571428571425,6.19
