target,evaluation,global_mae,balanced_mae,balanced_minus_global
EC,warmup52,0.12739858632112422,0.2230349749148839,0.09563638859375967
EC,warmup30,0.16614971693820316,0.2906547924180516,0.12450507547984843
EC,holdout,0.29796535157388654,0.81686933348217,0.5189039819082835
pH,warmup52,0.2836681093029807,0.2823044090174821,-0.0013637002854985925
pH,holdout,0.3952210424398198,0.5467786188439524,0.1515575764041326
