timestamp,ec_true,blend1_pred,blend1_abs_err,blend1_specialist,bestofboth_pred,bestofboth_abs_err,bestofboth_specialist,bestofboth_error_improvement
2025-09-02 15:00:00,0.299,0.2107768798159299,0.08822312018407008,base,0.2178378843764801,0.08116211562351988,base,0.007061004560550199
2025-09-03 09:00:00,0.301,0.2373485445564794,0.06365145544352058,base,0.237676236293561,0.063323763706439,base,0.0003276917370815813
2025-09-03 15:20:00,0.308,0.3543779183317077,0.04637791833170768,base,0.3212746814345328,0.013274681434532809,base,0.03310323689717487
2025-09-07 08:50:00,0.334,0.220981688595568,0.11301831140443203,base,0.2443138121938873,0.08968618780611273,base,0.023332123598319293
2025-09-07 15:30:00,0.1548,0.4483186415613179,0.2935186415613179,base,0.460962801117971,0.306162801117971,base,-0.0126441595566531
2025-09-08 09:30:00,0.326,0.1682503831115865,0.15774961688841352,base,0.1844779108796157,0.1415220891203843,base,0.016227527768029215
2025-09-08 13:50:00,0.156,0.2862763165051458,0.1302763165051458,base,0.211055417281291,0.055055417281291014,base,0.07522089922385478
2025-09-09 08:30:00,0.348,0.1668699082298006,0.18113009177019937,base,0.2045043827823628,0.14349561721763718,base,0.03763447455256219
2025-09-09 14:10:00,0.3,0.3229588178637165,0.022958817863716507,base,0.2550387136279363,0.0449612863720637,base,-0.022002468508347195
2025-09-09 15:40:00,0.347,0.2805678072603482,0.06643219273965179,base,0.3077640261632276,0.03923597383677235,base,0.027196218902879432
2025-09-09 18:40:00,0.161,0.2869702450831803,0.1259702450831803,base,0.2389680510146381,0.0779680510146381,base,0.0480021940685422
2025-09-10 07:50:00,0.342,0.2265580125695873,0.11544198743041273,base,0.2713303664993992,0.07066963350060085,base,0.04477235392981188
2025-09-10 11:30:00,0.292,0.2574849207609974,0.0345150792390026,base,0.2342343374969012,0.05776566250309878,base,-0.02325058326409618
2025-09-10 13:50:00,0.303,0.3167768659348254,0.01377686593482541,base,0.3620902484857473,0.05909024848574729,base,-0.04531338255092188
2025-09-10 15:50:00,0.306,0.2341690162367363,0.07183098376326369,base,0.229390318643954,0.07660968135604598,base,-0.004778697592782294
2025-09-11 07:50:00,0.336,0.3127754258924474,0.02322457410755263,base,0.2754024125168491,0.060597587483150916,base,-0.037373013375598285
2025-09-11 11:20:00,0.17,0.3167217420091019,0.1467217420091019,base,0.3275610008260287,0.15756100082602867,base,-0.010839258816926767
2025-09-11 13:30:00,0.348,0.2177364075992773,0.1302635924007227,base,0.2425318014702885,0.10546819852971148,base,0.024795393871011207
2025-09-11 14:10:00,0.325,0.2839993928559789,0.041000607144021095,base,0.2862072437222177,0.038792756277782336,base,0.0022078508662387586
2025-09-11 17:20:00,0.288,0.2940697080945128,0.006069708094512849,base,0.2851679780024106,0.0028320219975893623,base,0.0032376860969234866
2025-09-11 18:10:00,0.349,0.3322866358010461,0.01671336419895386,base,0.331438983513818,0.01756101648618197,base,-0.0008476522872281067
2025-09-14 08:30:00,0.177,0.2913980750034344,0.11439807500343441,base,0.2983803541595229,0.12138035415952292,base,-0.006982279156088511
2025-09-14 11:30:00,0.286,0.2295600897203228,0.05643991027967718,base,0.2024126310726703,0.08358736892732968,base,-0.0271474586476525
2025-09-14 12:20:00,0.316,0.2749783075323612,0.041021692467638815,base,0.2863875073370486,0.029612492662951406,base,0.011409199804687409
2025-09-14 15:10:00,0.156,0.289947635464376,0.13394763546437602,base,0.275546118761669,0.11954611876166901,base,0.014401516702707007
2025-09-14 18:00:00,0.307,0.2131711358173109,0.0938288641826891,base,0.2454202102623762,0.06157978973762379,base,0.03224907444506531
2025-09-15 08:10:00,0.198,0.2670664322123723,0.0690664322123723,base,0.2596498728815073,0.061649872881507306,base,0.007416559330864991
2025-09-15 12:00:00,0.321,0.273850663031279,0.047149336968721034,base,0.3018080196778339,0.019191980322166124,base,0.02795735664655491
2025-09-15 14:10:00,0.332,0.2638005082051584,0.06819949179484164,base,0.2476919631253557,0.0843080368746443,base,-0.016108545079802666
2025-09-15 15:30:00,0.334,0.3297532911947022,0.004246708805297816,base,0.3368276897039284,0.002827689703928382,base,0.0014190191013694342
2025-09-15 17:40:00,0.383,0.333033431365729,0.049966568634271014,base,0.3198288290819199,0.06317117091808011,base,-0.013204602283809097
2025-09-16 06:40:00,0.358,0.3545590506626787,0.0034409493373213085,base,0.3576195756885705,0.00038042431142948363,base,0.003060525025891825
2025-09-16 08:50:00,0.183,0.3569140672200884,0.1739140672200884,base,0.4188272763217919,0.2358272763217919,base,-0.061913209101703504
2025-09-16 10:00:00,0.414,0.2752338495262802,0.13876615047371976,base,0.3143121603392396,0.09968783966076039,base,0.03907831081295937
2025-09-16 12:10:00,0.302,0.3525909833590803,0.0505909833590803,base,0.376471197562434,0.07447119756243403,base,-0.023880214203353733
2025-09-16 13:50:00,0.309,0.3711515381889,0.06215153818890001,base,0.3910923463039701,0.08209234630397011,base,-0.019940808115070097
2025-09-17 08:50:00,0.215,0.2389359701624529,0.023935970162452913,base,0.2370574394425702,0.022057439442570215,base,0.0018785307198826984
2025-09-17 11:50:00,0.128,0.3601237475661528,0.23212374756615278,base,0.3620047487604265,0.23400474876042648,base,-0.0018810011942737015
2025-09-17 13:30:00,0.333,0.2311649369983024,0.10183506300169762,base,0.2224358947213359,0.11056410527866412,base,-0.008729042276966498
2025-09-17 15:20:00,0.221,0.3128493750433657,0.09184937504336568,base,0.3294184124312115,0.1084184124312115,base,-0.01656903738784582
2025-09-18 07:10:00,0.47,0.3338808925810186,0.13611910741898137,base,0.2955628242318889,0.17443717576811107,base,-0.03831806834912971
2025-09-18 09:40:00,0.795,0.302433862828684,0.49256613717131603,huber,0.2762212473659047,0.5187787526340953,huber,-0.02621261546277931
2025-09-18 10:30:00,0.968,0.5753666317012667,0.3926333682987333,base,0.6521161777220233,0.3158838222779766,base,0.07674954602075668
2025-09-18 12:00:00,0.98,0.7624348583735826,0.21756514162641738,base,0.6700010829596577,0.3099989170403423,base,-0.09243377541392495
2025-09-18 13:10:00,0.662,1.0659028231477845,0.4039028231477845,base,1.1299863444397624,0.4679863444397624,base,-0.06408352129197792
2025-09-18 14:10:00,0.709,0.714343721370718,0.005343721370718035,base,0.824478255418699,0.11547825541869905,base,-0.11013453404798101
2025-09-18 15:10:00,0.68,0.6641101688980513,0.015889831101948748,base,0.6315253982071327,0.04847460179286733,base,-0.032584770690918585
2025-09-21 06:30:00,0.501,0.6894204438671364,0.1884204438671364,base,0.7434797895813268,0.24247978958132677,base,-0.054059345714190354
2025-09-21 07:20:00,4.23,3.0220221294320946,1.2079778705679058,huber,4.394073639416768,0.16407363941676767,huber,1.0439042311511382
2025-09-21 08:40:00,4.97,4.962357062635721,0.007642937364278346,base,5.281123075068461,0.31112307506846104,base,-0.3034801377041827
2025-09-21 10:30:00,4.52,4.596751260061496,0.07675126006149657,base,4.441801620650225,0.07819837934977425,base,-0.0014471192882776762
2025-09-21 11:40:00,4.4,4.718581841832296,0.31858184183229543,base,4.7058994026142535,0.3058994026142532,base,0.01268243921804224
2025-09-21 13:40:00,4.53,4.396270719162049,0.13372928083795088,base,4.76845237610218,0.23845237610218017,base,-0.1047230952642293
2025-09-21 15:30:00,3.87,3.834459010603813,0.03554098939618733,base,4.320129058470501,0.4501290584705009,base,-0.41458806907431356
