Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.33178632304025546,0.44444740976652825,0.8768421052631579,0.5450557822229024,62.161223662876026,0.9219183275021225,57,0.2867055573793474,0.9332710054178467
EC,52,0.1468183496806792,0.23076298183501714,0.19607719298245616,0.04925884330177696,25.122168750235197,0.9667631613081576,57,0.1309250453217283,0.9515484158520197
