Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.310700625156755,0.41259839284311234,0.8768421052631579,0.5661414801064029,64.5659551141756,0.9327080037168834,57,0.3363192029269169,0.9365818126001155
EC,52,0.12515605967233298,0.17455968804874789,0.19607719298245616,0.07092113331012317,36.17000643030869,0.9809815403557183,57,0.1972699332417843,0.9287115670310319
