evaluation,regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup52,all,57,0.13442538487181036,0.2441036642979445,0.9628091569946754,0.19607719298245616,0.0616518081106458,0.779259649122807,4.97
EC warmup52,low_ec_true_lt_1,51,0.10704496895047247,0.14817883899013112,0.36895351839093116,0.10485098039215687,-0.002193988558315596,0.35093725490196076,0.98
EC warmup52,high_ec_true_ge_1,6,0.36715892020318247,0.6159857620246241,-2.4307274775502448,0.9714999999999998,0.6043410797968174,4.42,4.97
EC warmup52,very_high_ec_true_ge_2,6,0.36715892020318247,0.6159857620246241,-2.4307274775502448,0.9714999999999998,0.6043410797968174,4.42,4.97
EC warmup52,shock_abs_delta_ge_0.5,3,0.5645115980591972,0.8528278365088131,-2.4685448646241683,1.7096666666666664,1.1451550686074694,4.3566666666666665,4.97
EC warmup52,shock_abs_delta_ge_1.0,1,1.4649933593570457,1.4649933593570457,,3.7290000000000005,2.264006640642955,4.23,4.23
