target,evaluation,global_mae,balanced_mae,balanced_minus_global
EC,warmup52,0.13442538487181036,0.3462384957376174,0.21181311086580704
EC,warmup30,0.18002372939236852,0.3692928550028054,0.18926912561043688
EC,holdout,0.20045738669280128,0.4709183420572194,0.2704609553644181
pH,warmup52,0.27292149654398246,0.26332493321200023,-0.009596563331982222
pH,holdout,0.29824369604543516,0.37053113350423134,0.07228743745879618
