Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.30511005356784837,0.3997481674000804,0.8768421052631579,0.5717320516953095,65.20353530738824,0.9368343003082651,57,0.3080372969827817,0.9397482500084089
EC,52,0.12719101993718573,0.17245648489811283,0.19607719298245616,0.06888617304527042,35.13217014047827,0.981437071804169,57,0.21880664433784855,0.9075490480507993
EC stress,30,0.1631353060670323,0.25993857522457753,0.24673468354430375,0.08359937747727145,33.882296674460164,0.9516208239763391,79,,
