shock_kind,union_blend,shock_blend,gmin,wf_union,wf_shock,ho_union,ho_shock,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
ridge,1.0,0.9,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9504677336835635,0.9608032612639525,0.29006438674878277,0.15194051179693355,0.5031815169141901,0.9481007862944115,0.9504677336835635,True
ridge,1.0,0.9,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9504677336835635,0.9608032612639525,0.29006438674878277,0.15194051179693355,0.5031815169141901,0.9481007862944115,0.9504677336835635,True
ridge,1.0,1.0,2.0,2,0,0,4,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9479165132770204,0.9699967928484102,0.29190769745315776,0.14738858427587953,0.45766224170365,0.9481007862944115,0.9479165132770204,True
ridge,1.0,1.0,2.25,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
ridge,1.0,1.0,2.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
ridge,1.0,1.0,3.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
ridge,1.0,1.0,3.5,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
ridge,1.0,1.0,4.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
ridge,1.0,1.0,5.0,2,0,1,3,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9464028535843058,0.9561198951557581,0.2971041276336166,0.16041053872967034,0.5878817862415582,0.9481007862944115,0.9464028535843058,True
huber,1.0,0.8,2.0,2,0,0,4,0.9505558835155431,0.9481007862944115,0.2621242018448865,0.15014216129319985,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.9481007862944115,0.9415683889486022,True
