name,skip,rows,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ph_mid_mae,w30_ph_acidic_mae,w30_ph_alkaline_mae,w30_ph_jump_mae,w30_ec_balanced_mae,w30_ph_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ec_balanced_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err
skip26_rows4,26.0,4,0.27456563591258454,0.37468533831894635,0.9445065472913947,0.8768421052631579,0.13120040232127037,0.24385274645194993,0.9628855757577576,0.19607719298245616,0.17747051000630265,0.3119924476528305,0.9303044320442269,0.24673468354430375,0.12578424631462556,0.41744244857480356,0.5260359851414689,0.5190855716838396,0.1686650120831026,0.47053138474822037,0.6545777624779923,0.35642089334363264,0.4532149327482887,0.1988939015783459,0.37871449870049456,0.9196420566285419,0.5569225,0.08943648871958529,0.6367235530133886,0.66946181087135,0.3382248321175573,0.6791529947091244,0.1331427485868335,0.31128199820003744,0.46520728420144125,0.3654506434033881,0.8308910313914781,1.3950953077416148,1.457895548975313
skip72_rows4,72.0,4,0.33255644455210576,0.42859332824606544,0.9273895445582874,0.8768421052631579,0.16431071428275001,0.3430160963698662,0.9265627466111441,0.19607719298245616,0.21441151319320212,0.4006303796887818,0.8850775816787986,0.24673468354430375,0.13502063630347128,0.5830120130383809,0.7268816372631624,0.5638136042917447,0.2162876821820326,0.5449679684996603,0.7075163355291032,0.48163809553500486,0.5081463976256352,0.2199223297881928,0.46855125902287886,0.8769960189716124,0.5569225,0.06540767690373077,0.8379809413260408,0.7855770551325676,0.31572035769745666,0.7241589487801168,0.13797082059085364,0.3005541489722026,0.5629885577874464,0.36960106901015743,0.8391514031548959,1.4473793756127504,2.248384385736645
skip72_rows6,72.0,6,0.347039939113287,0.45060944336337094,0.9197381942833127,0.8768421052631579,0.14027152254598083,0.27447181833112877,0.952979965438619,0.19607719298245616,0.19936019092093687,0.3631986342811428,0.9055492496132302,0.24673468354430375,0.13872759702569443,0.4808686625774197,0.6075009288097568,0.569253840425297,0.32677380517877636,0.5667521096229552,0.7396530212351154,0.40903239613762366,0.5506081941155361,0.23686823984548394,0.531008166371597,0.8420180938571784,0.5569225,0.059681871432574,0.9456137134971236,0.90382474182088,0.2715500127971168,0.8429420756896102,0.14546426759567077,0.3026311739219516,0.6363734422501925,0.39064688250108737,0.8391514031548959,1.4473793756127504,1.7315001643365955
skip72_rows8,72.0,8,0.35532735090602585,0.45706560815810904,0.9174217953613073,0.8768421052631579,0.15617040410664068,0.271088170411818,0.9541321315671938,0.19607719298245616,0.2108315358444509,0.36136039657943114,0.9065029071425983,0.24673468354430375,0.1415996682315969,0.5322652069041304,0.6560500206183602,0.5722778013628823,0.3502069801523769,0.5734010729551313,0.745045813088224,0.4433049652513625,0.5602329168896536,0.24143075397276412,0.569259449515647,0.8184377959244902,0.5569225,0.05073940615819856,1.0041961452310264,0.9147656328958964,0.2873256666511292,0.9206194820298752,0.12718961397185868,0.32810505900604797,0.6565670614283737,0.41580995541472776,0.8391514031548959,1.4473793756127504,1.5044118113590894
