evaluation,regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup52,all,57,0.124597629635347,0.21439790116444254,0.9713101363539454,0.19607719298245616,0.07147956334710916,0.779259649122807,4.97
EC warmup52,low_ec_true_lt_1,51,0.10752471729483716,0.14862438151757681,0.3651529657917687,0.10485098039215687,-0.0026737369026802876,0.35093725490196076,0.98
EC warmup52,high_ec_true_ge_1,6,0.2697173845296807,0.498921950391765,-1.250661054093337,0.9714999999999998,0.7017826154703191,4.42,4.97
EC warmup52,very_high_ec_true_ge_2,6,0.2697173845296807,0.498921950391765,-1.250661054093337,0.9714999999999998,0.7017826154703191,4.42,4.97
EC warmup52,shock_abs_delta_ge_0.5,3,0.4213297039384421,0.6937780921878381,-1.2954389417116214,1.7096666666666664,1.2883369627282244,4.3566666666666665,4.97
EC warmup52,shock_abs_delta_ge_1.0,1,1.2007088093820197,1.2007088093820197,,3.7290000000000005,2.528291190617981,4.23,4.23
