,ph_xgb_gain_importance,ec_xgb_gain_importance
ph0,0.22557122721149786,0.009625333582968815
photo_temp_interaction,0.15272392932801504,0.04906000710648556
soil_temp_mean,0.08301861422700257,0.0313393481281133
hist_salt_buildup,0.05268813471260096,0.0576046986117931
ec0_x_p48_salt,0.009545595568315296,0.21928975523452204
transpiration_pull,0.047825633574891654,0.031066790929451818
soil_delta,0.04905912089301308,0.006039516882097805
ec0,0.023768677451049755,0.08700774703743648
ph_phase_transition,0.04222237770225732,0.0009499734989953409
temp_x_canopy,0.03195122594386997,0.04243808081070368
t0_hour_sin,0.03553421664054087,0.024726183935450643
pre_anchor_salt_buildup,0.026514620731892424,0.019766056554783626
hist_hrs_since_fert,0.02717842971661078,0.011704384475892109
hour_sin_b,0.0261646350783513,0.007874148312538335
hist48_irr_prevday,0.02153363922492847,0.024094105048569923
log_ec_drive,0.006798799213796419,0.07881081473331145
irr_to_et0,0.018923105155697027,0.02517048451366167
rad_t1_log,0.014197968370109561,0.0325257485714125
hist_dark_recent_6h,0.016258358928060365,0.0019523231199411043
stage_x_salt_conc,0.002329296462457136,0.060496356547901295
hist_irr_recent,0.008314442588777714,0.025905085672664172
temp_trend,0.005580861765984275,0.029485358735086894
salt_event_pos,0.010592932664913424,0.004594233450266779
fert_salt_total_t0_t1,0.010756674347009488,0.002355906184118639
t0_hour_cos,0.008774723084113286,0.00601137200985635
ET0_per_night,0.00811147183331558,0.0048588475977794305
hour_cos_b,0.005683401933883548,0.014751837028922582
hist_irr_prior,0.006791382968206458,0.00828567816630607
salt_recency_pressure,0.004194272082265813,0.013468290654669559
ph_diurnal_amplitude,0.0025039303222100825,0.013973875848319491
irr_total_t0_t1,0.00265924252833169,0.012111294175866776
pre_salt_irr_ratio_6h,0.0018671632043958549,0.015210097082841902
gap_hours,0.0030709647738460808,0.009605291556553795
irr_after_last_salt,0.002387584624560459,0.012189917343708723
rad_morning,0.0033302664065143644,0.004955047287993328
t1_early_day,0.0015222324719476813,0.00046949239230610195
t0_is_afternoon,4.8864721413136814e-05,0.00022651717670891885
t1_morning_short,1.981543353289517e-06,0.0
