mae,rmse,naive,r2,sep21_pred,sep21_err,aug_mae,aug_rmse,aug_n,aug_top_err,mae_no_sep21,rmse_no_sep21,experiment,skip_cap,train_gap_h,runtime_s
0.1821590037879184,0.47035425176632084,0.24989794871794865,0.8401131963953181,0.6798783732118225,3.5501216267881777,0.23868045933129678,0.42555421571661317,21,1.4664924784544744,0.1384192294632397,0.24581747961989042,skipcap4_current,4,26.0,14.460164308547974
0.19180630887787872,0.47589521478732305,0.24989794871794865,0.8363239454165492,0.7096250158709478,3.5203749841290524,0.23868045933129678,0.42555421571661317,21,1.4664924784544744,0.14857814426422714,0.26166569076722895,skipcap8,8,26.0,14.800072193145752
0.19180630887787872,0.47589521478732305,0.24989794871794865,0.8363239454165492,0.7096250158709478,3.5203749841290524,0.23868045933129678,0.42555421571661317,21,1.4664924784544744,0.14857814426422714,0.26166569076722895,skipcap_none,-1,26.0,14.670747756958008
0.19738156211052454,0.4788272201890269,0.24989794871794865,0.8343009058991535,0.6929496604299912,3.5370503395700092,0.2467967077193244,0.435320979968498,21,1.5186338990586228,0.15400924032533644,0.2641517771418901,skipcap8_gap36,8,36.0,16.481879472732544
0.19738156211052454,0.4788272201890269,0.24989794871794865,0.8343009058991535,0.6929496604299912,3.5370503395700092,0.2467967077193244,0.435320979968498,21,1.5186338990586228,0.15400924032533644,0.2641517771418901,skipcap_none_gap36,-1,36.0,16.93893599510193
