mode,n_features,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ph_mid_mae,w30_ph_acidic_mae,w30_ph_alkaline_mae,w30_ph_jump_mae,w30_ec_balanced_mae,w30_ph_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ec_balanced_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err
short_shock36,36,0.28645587564147956,0.38305889525129455,0.9419984697121607,0.8768421052631579,0.13299614322727318,0.18811860526759064,0.977912278106784,0.19607719298245616,0.17544062093096457,0.28352989009091384,0.9424408067668999,0.24673468354430375,0.12455257425502579,0.41170655192639455,0.47247559904579334,0.521251131843836,0.2608573073505986,0.49997492864131915,0.7006582305087162,0.33624490840907123,0.49568539958611746,0.22494585100042466,0.42803986427178836,0.8973465890537579,0.5569225,0.09182664679570518,0.7574226678193026,0.8281083212505311,0.3950593950785694,0.6602145606358518,0.19155940050259201,0.399484789521821,0.5591192119551797,0.41157953643470857,0.8296024771370949,1.369535503473454,0.5819420679498677
shock_gap36,36,0.2718342565656346,0.3686457369088612,0.9462811409088151,0.8768421052631579,0.14232302539608324,0.23554819033275173,0.9653704403499613,0.19607719298245616,0.18217014350846042,0.30803838503476566,0.9320598228859552,0.24673468354430375,0.12432083636079666,0.45075621240832797,0.5285516035096653,0.5204966335814813,0.1468614689230998,0.49997492864131915,0.6885437262454489,0.3678762174262633,0.46396918934783726,0.21460235675494851,0.3997574387606178,0.910463924003661,0.5569225,0.09271351689664309,0.7021577161881704,0.7749553636956379,0.3963576869666574,0.6773560336135025,0.19459566021803743,0.40279765114026245,0.5232755322601504,0.41777675798461494,0.8296024771370949,1.369535503473454,1.24525243698965
short_shock_flush37,37,0.30243590926308733,0.39764263059783944,0.9374979553600531,0.8768421052631579,0.13660023087598075,0.19610650797165022,0.9759966732092504,0.19607719298245616,0.17786206962066786,0.28506305481668415,0.9418166304526309,0.24673468354430375,0.1290023590895019,0.40471072565822414,0.481859177234163,0.5483919302841805,0.2590991530339673,0.4704645855188369,0.6906614438314241,0.33852408732729633,0.4921542781671022,0.21846665665254156,0.4217269144010131,0.9003522295843143,0.5569225,0.08997257271882554,0.7324429923874056,0.7647322344313747,0.3752136575281618,0.6619231853401071,0.21160785366315404,0.3709110762264232,0.5290492665125353,0.4049139431894615,0.8077261620535103,1.3617061140449234,0.6410990702091297
