variant,ph_w52_mae,ph_w52_r2,ec_w52_mae,ec_w52_r2,ec_w30_mae,ec_w30_r2,ph_holdout_mae,ph_holdout_r2,ec_holdout_mae,ec_holdout_r2,huber_w52_count,huber_w30_count,huber_holdout_count,sep21_0720_pred,sep21_0720_err,sep21_0720_type,sep21_0840_pred,sep21_0840_err,sep21_0840_type,sep21_1530_pred,sep21_1530_err,sep21_1530_type,aug17_drop_pred,aug17_drop_err,aug17_drop_type,aug17_spike_pred,aug17_spike_err,aug17_spike_type,aug14_22_mae,sep21_all_mae,sep21_later_mae,holdout_sep21_ec_mae
rounded_conc_lowec_h100,0.3412761605718091,0.8749468969148527,0.13571709186994782,0.9764529535136856,0.1815182871913199,0.9405276799611345,0.35666604930535317,0.9252563485211294,0.18457928236747406,0.9359455079166138,4,5,6,4.487102012451535,0.25710201245153463,huber,5.281123075068461,0.31112307506846104,base,4.320129058470501,0.4501290584705009,base,1.5341610749758106,0.38916107497581054,base,1.1937562497507435,1.4862437502492567,base,0.43989353784088886,0.2690548705197187,0.2767604583210339,0.880914960458535
