weight_mode,gate,ph_blend,ec_blend,wf_active,ho_active,n_train,n_spec,n_shock,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
shock_multi,gap2_or_short,0.2,1.15,2,4,256,188,12,0.9362665357844172,0.980853309785881,0.2871610731413425,0.11931367431352202,0.9258103702792387,0.6994290125099094,0.33640582935143276,0.3004978385087797,1.988754784032652,0.9362665357844172,0.6994290125099094,False
shock_multi,general,0.2,1.0,2,4,256,188,12,0.9362665357844172,0.9680087957466499,0.2871610731413425,0.13825639661272893,0.9258103702792387,0.6761585446123977,0.33640582935143276,0.31905961730060955,2.1743725719509506,0.9362665357844172,0.6761585446123977,False
shock_multi,gap2_or_short,0.2,1.0,2,4,256,188,12,0.9362665357844172,0.9680087957466499,0.2871610731413425,0.13825639661272893,0.9258103702792387,0.6761585446123977,0.33640582935143276,0.31905961730060955,2.1743725719509506,0.9362665357844172,0.6761585446123977,False
shock_multi,general,0.2,0.85,2,4,256,188,12,0.9362665357844172,0.9441813931496108,0.2871610731413425,0.15300746946334579,0.9258103702792387,0.6478330050392951,0.33640582935143276,0.3360162571364695,2.3439389703095497,0.9362665357844172,0.6478330050392951,False
shock_multi,gap2_or_short,0.2,0.85,2,4,256,188,12,0.9362665357844172,0.9441813931496108,0.2871610731413425,0.15300746946334579,0.9258103702792387,0.6478330050392951,0.33640582935143276,0.3360162571364695,2.3439389703095497,0.9362665357844172,0.6478330050392951,False
shock_gap,general,0.2,0.85,2,4,256,188,12,0.9364051198047976,0.9359880396535551,0.28699274166970434,0.1565874664889843,0.9262090609841683,0.6530796097910453,0.33585624127109304,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,general,0.5,0.85,2,4,256,188,12,0.9464084668074975,0.9359880396535551,0.2728386582322166,0.1565874664889843,0.9186396649577566,0.6530796097910453,0.3445005476870747,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,general,0.8,0.85,2,4,256,188,12,0.9521780660065055,0.9359880396535551,0.25868457469124856,0.1565874664889843,0.9102056282612616,0.6530796097910453,0.35314485370724447,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,general,1.0,0.85,2,4,256,188,12,0.9536723832985591,0.9359880396535551,0.25061655590089094,0.1565874664889843,0.9041025810476191,0.6530796097910453,0.3589077245192949,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,gap2_or_short,0.2,0.85,2,4,256,188,12,0.9364051198047976,0.9359880396535551,0.28699274166970434,0.1565874664889843,0.9262090609841683,0.6530796097910453,0.33585624127109304,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,gap2_or_short,0.5,0.85,2,4,256,188,12,0.9464084668074975,0.9359880396535551,0.2728386582322166,0.1565874664889843,0.9186396649577566,0.6530796097910453,0.3445005476870747,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,gap2_or_short,0.8,0.85,2,4,256,188,12,0.9521780660065055,0.9359880396535551,0.25868457469124856,0.1565874664889843,0.9102056282612616,0.6530796097910453,0.35314485370724447,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_gap,gap2_or_short,1.0,0.85,2,4,256,188,12,0.9536723832985591,0.9359880396535551,0.25061655590089094,0.1565874664889843,0.9041025810476191,0.6530796097910453,0.3589077245192949,0.3345756042497096,2.3295324414419514,0.9359880396535551,0.6530796097910453,False
shock_multi20,general,0.2,1.3,2,4,256,188,12,0.9358357883727977,0.9800100495478696,0.28767531406729824,0.12314084819160907,0.924327705612612,0.6717848562958946,0.33843482176383394,0.3186302029753215,2.1700784286980697,0.9358357883727977,0.6717848562958946,False
shock_multi20,gap2_or_short,0.2,1.3,2,4,256,188,12,0.9358357883727977,0.9800100495478696,0.28767531406729824,0.12314084819160907,0.924327705612612,0.6717848562958946,0.33843482176383394,0.3186302029753215,2.1700784286980697,0.9358357883727977,0.6717848562958946,False
shock_multi20,general,0.2,1.15,2,4,256,188,12,0.9358357883727977,0.9757516484815837,0.28767531406729824,0.1298341534291635,0.924327705612612,0.6643346115439723,0.33843482176383394,0.3080709912393158,2.0644863113380127,0.9358357883727977,0.6643346115439723,False
shock_multi20,gap2_or_short,0.2,1.15,2,4,256,188,12,0.9358357883727977,0.9757516484815837,0.28767531406729824,0.1298341534291635,0.924327705612612,0.6643346115439723,0.33843482176383394,0.3080709912393158,2.0644863113380127,0.9358357883727977,0.6643346115439723,False
shock_multi20,general,0.2,1.0,2,4,256,188,12,0.9358357883727977,0.957207125943896,0.28767531406729824,0.1453592953754115,0.924327705612612,0.6479453821191312,0.33843482176383394,0.32562438325544274,2.2400202314992814,0.9358357883727977,0.6479453821191312,False
shock_multi20,gap2_or_short,0.2,1.0,2,4,256,188,12,0.9358357883727977,0.957207125943896,0.28767531406729824,0.1453592953754115,0.924327705612612,0.6479453821191312,0.33843482176383394,0.32562438325544274,2.2400202314992814,0.9358357883727977,0.6479453821191312,False
shock20,general,0.2,1.3,2,4,256,188,12,0.9355681604314405,0.979636822654423,0.2879883156157272,0.12410406095199872,0.9244241987138532,0.6761695643203702,0.33830959625398177,0.316889576346845,2.1526721624133045,0.9355681604314405,0.6761695643203702,False
shock20,gap2_or_short,0.2,1.3,2,4,256,188,12,0.9355681604314405,0.979636822654423,0.2879883156157272,0.12410406095199872,0.9244241987138532,0.6761695643203702,0.33830959625398177,0.316889576346845,2.1526721624133045,0.9355681604314405,0.6761695643203702,False
shock20,general,0.2,1.15,2,4,256,188,12,0.9355681604314405,0.976287497421732,0.2879883156157272,0.12916650560210613,0.9244241987138532,0.6678516485363246,0.33830959625398177,0.3074885052243008,2.058661451187863,0.9355681604314405,0.6678516485363246,False
shock20,gap2_or_short,0.2,1.15,2,4,256,188,12,0.9355681604314405,0.976287497421732,0.2879883156157272,0.12916650560210613,0.9244241987138532,0.6678516485363246,0.33830959625398177,0.3074885052243008,2.058661451187863,0.9355681604314405,0.6678516485363246,False
shock20,general,0.2,1.0,2,4,256,188,12,0.9355681604314405,0.9579964215946575,0.2879883156157272,0.14490439071568315,0.9244241987138532,0.6507730461211012,0.33830959625398177,0.3250883933694742,2.234660332639597,0.9355681604314405,0.6507730461211012,False
shock20,gap2_or_short,0.2,1.0,2,4,256,188,12,0.9355681604314405,0.9579964215946575,0.2879883156157272,0.14490439071568315,0.9244241987138532,0.6507730461211012,0.33830959625398177,0.3250883933694742,2.234660332639597,0.9355681604314405,0.6507730461211012,False
shock_multi20,general,0.2,1.5,2,4,256,188,12,0.9358357883727977,0.9341911404668081,0.28767531406729824,0.15747923649944282,0.924327705612612,0.6614868873827211,0.33843482176383394,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,general,0.5,1.5,2,4,256,188,12,0.9454913640330936,0.9341911404668081,0.2745450892262013,0.15747923649944282,0.9132978875555853,0.6614868873827211,0.3509469989189272,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,general,0.8,1.5,2,4,256,188,12,0.9515206628524513,0.9341911404668081,0.2614148642816241,0.15747923649944282,0.9006373620959746,0.6614868873827211,0.36345917567820835,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,general,1.0,1.5,2,4,256,188,12,0.9535255970951352,0.9341911404668081,0.2526613810197327,0.15747923649944282,0.8912910630580678,0.6614868873827211,0.37180062698299976,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,gap2_or_short,0.2,1.5,2,4,256,188,12,0.9358357883727977,0.9341911404668081,0.28767531406729824,0.15747923649944282,0.924327705612612,0.6614868873827211,0.33843482176383394,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,gap2_or_short,0.5,1.5,2,4,256,188,12,0.9454913640330936,0.9341911404668081,0.2745450892262013,0.15747923649944282,0.9132978875555853,0.6614868873827211,0.3509469989189272,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,gap2_or_short,0.8,1.5,2,4,256,188,12,0.9515206628524513,0.9341911404668081,0.2614148642816241,0.15747923649944282,0.9006373620959746,0.6614868873827211,0.36345917567820835,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock_multi20,gap2_or_short,1.0,1.5,2,4,256,188,12,0.9535255970951352,0.9341911404668081,0.2526613810197327,0.15747923649944282,0.8912910630580678,0.6614868873827211,0.37180062698299976,0.335558079722715,2.339357196172005,0.9341911404668081,0.6614868873827211,False
shock20,general,0.2,0.85,2,4,256,188,12,0.9355681604314405,0.9340323852564127,0.2879883156157272,0.15739225650650415,0.9244241987138532,0.6276247914946723,0.33830959625398177,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,general,0.5,0.85,2,4,256,188,12,0.9450298510846065,0.9340323852564127,0.2753275930972737,0.15739225650650415,0.9135894228188643,0.6276247914946723,0.3506339351442965,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,general,0.8,0.85,2,4,256,188,12,0.9511143331809042,0.9340323852564127,0.26266687047534,0.15739225650650415,0.9011843025321862,0.6276247914946723,0.36295827363879923,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,general,1.0,0.85,2,4,256,188,12,0.9532944275448187,0.9340323852564127,0.25422638876187753,0.15739225650650415,0.892041808616352,0.6276247914946723,0.3711744994337384,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,gap2_or_short,0.2,0.85,2,4,256,188,12,0.9355681604314405,0.9340323852564127,0.2879883156157272,0.15739225650650415,0.9244241987138532,0.6276247914946723,0.33830959625398177,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,gap2_or_short,0.5,0.85,2,4,256,188,12,0.9450298510846065,0.9340323852564127,0.2753275930972737,0.15739225650650415,0.9135894228188643,0.6276247914946723,0.3506339351442965,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,gap2_or_short,0.8,0.85,2,4,256,188,12,0.9511143331809042,0.9340323852564127,0.26266687047534,0.15739225650650415,0.9011843025321862,0.6276247914946723,0.36295827363879923,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock20,gap2_or_short,1.0,0.85,2,4,256,188,12,0.9532944275448187,0.9340323852564127,0.25422638876187753,0.15739225650650415,0.892041808616352,0.6276247914946723,0.3711744994337384,0.34108341024535355,2.3946105013983905,0.9340323852564127,0.6276247914946723,False
shock_multi20,general,0.2,0.85,2,4,256,188,12,0.9358357883727977,0.9332853237777755,0.28767531406729824,0.1576952338536485,0.924327705612612,0.6253627412301392,0.33843482176383394,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,general,0.5,0.85,2,4,256,188,12,0.9454913640330936,0.9332853237777755,0.2745450892262013,0.1576952338536485,0.9132978875555853,0.6253627412301392,0.3509469989189272,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,general,0.8,0.85,2,4,256,188,12,0.9515206628524513,0.9332853237777755,0.2614148642816241,0.1576952338536485,0.9006373620959746,0.6253627412301392,0.36345917567820835,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,general,1.0,0.85,2,4,256,188,12,0.9535255970951352,0.9332853237777755,0.2526613810197327,0.1576952338536485,0.8912910630580678,0.6253627412301392,0.37180062698299976,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,gap2_or_short,0.2,0.85,2,4,256,188,12,0.9358357883727977,0.9332853237777755,0.28767531406729824,0.1576952338536485,0.924327705612612,0.6253627412301392,0.33843482176383394,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,gap2_or_short,0.5,0.85,2,4,256,188,12,0.9454913640330936,0.9332853237777755,0.2745450892262013,0.1576952338536485,0.9132978875555853,0.6253627412301392,0.3509469989189272,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,gap2_or_short,0.8,0.85,2,4,256,188,12,0.9515206628524513,0.9332853237777755,0.2614148642816241,0.1576952338536485,0.9006373620959746,0.6253627412301392,0.36345917567820835,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock_multi20,gap2_or_short,1.0,0.85,2,4,256,188,12,0.9535255970951352,0.9332853237777755,0.2526613810197327,0.1576952338536485,0.8912910630580678,0.6253627412301392,0.37180062698299976,0.34156036127402345,2.399380011685089,0.9332853237777755,0.6253627412301392,False
shock5,general,0.2,0.85,2,4,256,188,12,0.936857398138863,0.9314007099416233,0.28643296766631654,0.1584491370760105,0.9264235307471428,0.6589537860280786,0.33557849095640163,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,general,0.5,0.85,2,4,256,188,12,0.9470691569666975,0.9314007099416233,0.27143922322374714,0.1584491370760105,0.9192386837368488,0.6589537860280786,0.34380617190034624,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,general,0.8,0.85,2,4,256,188,12,0.952483161182933,0.9314007099416233,0.25644547867769746,0.1584491370760105,0.9112646093010455,0.6589537860280786,0.35203385244847885,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,general,1.0,0.85,2,4,256,188,12,0.953427078035829,0.9314007099416233,0.2534154259178299,0.1584491370760105,0.9055100998423015,0.6589537860280786,0.3575189729458379,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,gap2_or_short,0.2,0.85,2,4,256,188,12,0.936857398138863,0.9314007099416233,0.28643296766631654,0.1584491370760105,0.9264235307471428,0.6589537860280786,0.33557849095640163,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,gap2_or_short,0.5,0.85,2,4,256,188,12,0.9470691569666975,0.9314007099416233,0.27143922322374714,0.1584491370760105,0.9192386837368488,0.6589537860280786,0.34380617190034624,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,gap2_or_short,0.8,0.85,2,4,256,188,12,0.952483161182933,0.9314007099416233,0.25644547867769746,0.1584491370760105,0.9112646093010455,0.6589537860280786,0.35203385244847885,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock5,gap2_or_short,1.0,0.85,2,4,256,188,12,0.953427078035829,0.9314007099416233,0.2534154259178299,0.1584491370760105,0.9055100998423015,0.6589537860280786,0.3575189729458379,0.3334522392184414,2.3182987911292683,0.9314007099416233,0.6589537860280786,False
shock20,general,0.2,1.5,2,4,256,188,12,0.9355681604314405,0.9303437796789406,0.2879883156157272,0.15901777817159585,0.9244241987138532,0.6674377441887315,0.33830959625398177,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,general,0.5,1.5,2,4,256,188,12,0.9450298510846065,0.9303437796789406,0.2753275930972737,0.15901777817159585,0.9135894228188643,0.6674377441887315,0.3506339351442965,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,general,0.8,1.5,2,4,256,188,12,0.9511143331809042,0.9303437796789406,0.26266687047534,0.15901777817159585,0.9011843025321862,0.6674377441887315,0.36295827363879923,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,general,1.0,1.5,2,4,256,188,12,0.9532944275448187,0.9303437796789406,0.25422638876187753,0.15901777817159585,0.892041808616352,0.6674377441887315,0.3711744994337384,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,gap2_or_short,0.2,1.5,2,4,256,188,12,0.9355681604314405,0.9303437796789406,0.2879883156157272,0.15901777817159585,0.9244241987138532,0.6674377441887315,0.33830959625398177,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,gap2_or_short,0.5,1.5,2,4,256,188,12,0.9450298510846065,0.9303437796789406,0.2753275930972737,0.15901777817159585,0.9135894228188643,0.6674377441887315,0.3506339351442965,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,gap2_or_short,0.8,1.5,2,4,256,188,12,0.9511143331809042,0.9303437796789406,0.26266687047534,0.15901777817159585,0.9011843025321862,0.6674377441887315,0.36295827363879923,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
shock20,gap2_or_short,1.0,1.5,2,4,256,188,12,0.9532944275448187,0.9303437796789406,0.25422638876187753,0.15901777817159585,0.892041808616352,0.6674377441887315,0.3711744994337384,0.33341947744367717,2.3179711733816264,0.9303437796789406,0.6674377441887315,False
none,general,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9648187884494178,0.29642879743266987,0.141714322430415,0.9307749687466764,0.7945418929434914,0.3300933708548547,0.25874301249677256,1.5712065239125803,0.9273841395152003,0.7945418929434914,False
none,gap2_or_short,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9648187884494178,0.29642879743266987,0.141714322430415,0.9307749687466764,0.7945418929434914,0.3300933708548547,0.25874301249677256,1.5712065239125803,0.9273841395152003,0.7945418929434914,False
none,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9803583471380616,0.29642879743266987,0.12205748848618356,0.9307749687466764,0.7611877709593667,0.3300933708548547,0.28198341399270044,1.803610538871859,0.9273841395152003,0.7611877709593667,False
none,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9803583471380616,0.29642879743266987,0.12205748848618356,0.9307749687466764,0.7611877709593667,0.3300933708548547,0.28198341399270044,1.803610538871859,0.9273841395152003,0.7611877709593667,False
shock5,general,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9430188239153839,0.29642879743266987,0.15368863961513884,0.9307749687466764,0.7528415910901294,0.3300933708548547,0.29544218052982485,1.9381982042431032,0.9273841395152003,0.7528415910901294,False
shock5,gap2_or_short,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9430188239153839,0.29642879743266987,0.15368863961513884,0.9307749687466764,0.7528415910901294,0.3300933708548547,0.29544218052982485,1.9381982042431032,0.9273841395152003,0.7528415910901294,False
shock5,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.980675793839697,0.29642879743266987,0.12076047435029715,0.9307749687466764,0.738933169096103,0.3300933708548547,0.2868071998602832,1.8518483975476867,0.9273841395152003,0.738933169096103,False
shock5,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.980675793839697,0.29642879743266987,0.12076047435029715,0.9307749687466764,0.738933169096103,0.3300933708548547,0.2868071998602832,1.8518483975476867,0.9273841395152003,0.738933169096103,False
none,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9684470073944175,0.29642879743266987,0.13679963094992623,0.9307749687466764,0.7307797048740714,0.3300933708548547,0.30147623755400127,1.9985387744848673,0.9273841395152003,0.7307797048740714,False
none,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9684470073944175,0.29642879743266987,0.13679963094992623,0.9307749687466764,0.7307797048740714,0.3300933708548547,0.30147623755400127,1.9985387744848673,0.9273841395152003,0.7307797048740714,False
shock_gap,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9783442742107026,0.29642879743266987,0.12668083882920486,0.9307749687466764,0.7252634493452288,0.3300933708548547,0.2949304648276883,1.933081047221738,0.9273841395152003,0.7252634493452288,False
shock_gap,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9783442742107026,0.29642879743266987,0.12668083882920486,0.9307749687466764,0.7252634493452288,0.3300933708548547,0.2949304648276883,1.933081047221738,0.9273841395152003,0.7252634493452288,False
shock10,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9748697323121638,0.29642879743266987,0.13139691938431616,0.9307749687466764,0.7182901635981824,0.3300933708548547,0.29814841100153355,1.9652605089601904,0.9273841395152003,0.7182901635981824,False
shock10,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9748697323121638,0.29642879743266987,0.13139691938431616,0.9307749687466764,0.7182901635981824,0.3300933708548547,0.29814841100153355,1.9652605089601904,0.9273841395152003,0.7182901635981824,False
shock5,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9743006078946336,0.29642879743266987,0.1314878819586329,0.9307749687466764,0.7178480845413715,0.3300933708548547,0.2969508903914363,1.9532853028592174,0.9273841395152003,0.7178480845413715,False
shock5,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9743006078946336,0.29642879743266987,0.1314878819586329,0.9307749687466764,0.7178480845413715,0.3300933708548547,0.2969508903914363,1.9532853028592174,0.9273841395152003,0.7178480845413715,False
shock_multi,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9669855092055997,0.29642879743266987,0.1384586469382703,0.9307749687466764,0.7153468502206841,0.3300933708548547,0.2995403850995727,1.9791802499405815,0.9273841395152003,0.7153468502206841,False
shock_multi,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9669855092055997,0.29642879743266987,0.1384586469382703,0.9307749687466764,0.7153468502206841,0.3300933708548547,0.2995403850995727,1.9791802499405815,0.9273841395152003,0.7153468502206841,False
shock_gap,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9775768847739355,0.29642879743266987,0.12738464227219592,0.9307749687466764,0.7075195915440009,0.3300933708548547,0.2984172575685065,1.9679489746299197,0.9273841395152003,0.7075195915440009,False
shock_gap,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9775768847739355,0.29642879743266987,0.12738464227219592,0.9307749687466764,0.7075195915440009,0.3300933708548547,0.2984172575685065,1.9679489746299197,0.9273841395152003,0.7075195915440009,False
shock10,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9793994830104621,0.29642879743266987,0.12413880835151463,0.9307749687466764,0.7018066607146018,0.3300933708548547,0.29992510992543336,1.9830274981991884,0.9273841395152003,0.7018066607146018,False
shock10,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9793994830104621,0.29642879743266987,0.12413880835151463,0.9307749687466764,0.7018066607146018,0.3300933708548547,0.29992510992543336,1.9830274981991884,0.9273841395152003,0.7018066607146018,False
shock_multi,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.980853309785881,0.29642879743266987,0.11931367431352202,0.9307749687466764,0.6994290125099094,0.3300933708548547,0.3004978385087797,1.988754784032652,0.9273841395152003,0.6994290125099094,False
shock_multi,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.980853309785881,0.29642879743266987,0.11931367431352202,0.9307749687466764,0.6994290125099094,0.3300933708548547,0.3004978385087797,1.988754784032652,0.9273841395152003,0.6994290125099094,False
none,general,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9481007862944115,0.29642879743266987,0.15014216129319985,0.9307749687466764,0.6973097205340721,0.3300933708548547,0.3194393693018191,2.178170091963046,0.9273841395152003,0.6973097205340721,False
none,gap2_or_short,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9481007862944115,0.29642879743266987,0.15014216129319985,0.9307749687466764,0.6973097205340721,0.3300933708548547,0.3194393693018191,2.178170091963046,0.9273841395152003,0.6973097205340721,False
shock5,general,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9551899160523174,0.29642879743266987,0.14648865259052032,0.9307749687466764,0.6905249527770125,0.3300933708548547,0.3160034628612428,2.143811027557283,0.9273841395152003,0.6905249527770125,False
shock5,gap2_or_short,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9551899160523174,0.29642879743266987,0.14648865259052032,0.9307749687466764,0.6905249527770125,0.3300933708548547,0.3160034628612428,2.143811027557283,0.9273841395152003,0.6905249527770125,False
shock_gap,general,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9600329061173398,0.29642879743266987,0.14369317947863833,0.9307749687466764,0.682717780581755,0.3300933708548547,0.317307352085713,2.1568499198019846,0.9273841395152003,0.682717780581755,False
shock_gap,gap2_or_short,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9600329061173398,0.29642879743266987,0.14369317947863833,0.9307749687466764,0.682717780581755,0.3300933708548547,0.317307352085713,2.1568499198019846,0.9273841395152003,0.682717780581755,False
shock10,general,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9634838510291843,0.29642879743266987,0.14149724008541828,0.9307749687466764,0.6780704865717744,0.3300933708548547,0.31857415801406147,2.1695179790854695,0.9273841395152003,0.6780704865717744,False
shock10,gap2_or_short,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9634838510291843,0.29642879743266987,0.14149724008541828,0.9307749687466764,0.6780704865717744,0.3300933708548547,0.31857415801406147,2.1695179790854695,0.9273841395152003,0.6780704865717744,False
shock20,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.979636822654423,0.29642879743266987,0.12410406095199872,0.9307749687466764,0.6761695643203702,0.3300933708548547,0.316889576346845,2.1526721624133045,0.9273841395152003,0.6761695643203702,False
shock20,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.979636822654423,0.29642879743266987,0.12410406095199872,0.9307749687466764,0.6761695643203702,0.3300933708548547,0.316889576346845,2.1526721624133045,0.9273841395152003,0.6761695643203702,False
shock_multi,general,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9680087957466499,0.29642879743266987,0.13825639661272893,0.9307749687466764,0.6761585446123977,0.3300933708548547,0.31905961730060955,2.1743725719509506,0.9273841395152003,0.6761585446123977,False
shock_multi,gap2_or_short,0.0,1.0,2,4,256,188,12,0.9273841395152003,0.9680087957466499,0.29642879743266987,0.13825639661272893,0.9307749687466764,0.6761585446123977,0.3300933708548547,0.31905961730060955,2.1743725719509506,0.9273841395152003,0.6761585446123977,False
shock_multi20,general,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9800100495478696,0.29642879743266987,0.12314084819160907,0.9307749687466764,0.6717848562958946,0.3300933708548547,0.3186302029753215,2.1700784286980697,0.9273841395152003,0.6717848562958946,False
shock_multi20,gap2_or_short,0.0,1.3,2,4,256,188,12,0.9273841395152003,0.9800100495478696,0.29642879743266987,0.12314084819160907,0.9307749687466764,0.6717848562958946,0.3300933708548547,0.3186302029753215,2.1700784286980697,0.9273841395152003,0.6717848562958946,False
shock20,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.976287497421732,0.29642879743266987,0.12916650560210613,0.9307749687466764,0.6678516485363246,0.3300933708548547,0.3074885052243008,2.058661451187863,0.9273841395152003,0.6678516485363246,False
shock20,gap2_or_short,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.976287497421732,0.29642879743266987,0.12916650560210613,0.9307749687466764,0.6678516485363246,0.3300933708548547,0.3074885052243008,2.058661451187863,0.9273841395152003,0.6678516485363246,False
shock20,general,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9303437796789406,0.29642879743266987,0.15901777817159585,0.9307749687466764,0.6674377441887315,0.3300933708548547,0.33341947744367717,2.3179711733816264,0.9273841395152003,0.6674377441887315,False
shock20,gap2_or_short,0.0,1.5,2,4,256,188,12,0.9273841395152003,0.9303437796789406,0.29642879743266987,0.15901777817159585,0.9307749687466764,0.6674377441887315,0.3300933708548547,0.33341947744367717,2.3179711733816264,0.9273841395152003,0.6674377441887315,False
shock_multi20,general,0.0,1.15,2,4,256,188,12,0.9273841395152003,0.9757516484815837,0.29642879743266987,0.1298341534291635,0.9307749687466764,0.6643346115439723,0.3300933708548547,0.3080709912393158,2.0644863113380127,0.9273841395152003,0.6643346115439723,False
