,importance
ph0,0.16128252597989945
photo_temp_interaction,0.1539786709842431
soil_temp_mean,0.07205652422023337
hist_salt_buildup,0.05767443655570469
ec0_x_p48_salt,0.05052269663470769
transpiration_pull,0.04310564403571896
soil_delta,0.039553449295604434
ph_phase_transition,0.03690806241665119
ec0,0.03301507463422593
temp_x_canopy,0.03225207564411888
hist_hrs_since_fert,0.03022292403859269
t0_hour_sin,0.03007670303962434
hist48_irr_prevday,0.02782882961070614
temp_trend,0.02026004308933566
rad_t1_log,0.018949169298709653
log_ec_drive,0.018900906482005275
pre_salt_irr_ratio_24h,0.01817892691212492
irr_to_et0,0.017764420995891348
hist_dark_recent_6h,0.014020819499256569
stage_x_salt_conc,0.012745487663319581
hour_sin_b,0.01146906762919047
hist_irr_recent,0.010641356177648753
ET0_per_night,0.009570962692356341
salt_recency_pressure,0.009452343885065032
hist_irr_prior,0.009382956439727088
salt_event_pos,0.009321455445753975
fert_salt_total_t0_t1,0.009069967440139793
hour_cos_b,0.008155075956128082
t0_hour_cos,0.007736728018895966
irr_after_last_salt,0.006158065546881802
ph_diurnal_amplitude,0.004507542046208765
pre_salt_irr_ratio_6h,0.004396303468563698
rad_morning,0.0037564825510679766
irr_total_t0_t1,0.0034597146306519044
gap_hours,0.0033686776471734065
t1_early_day,0.00014191008485290557
t0_is_afternoon,0.00010182639021420276
t1_morning_short,1.2172918806194217e-05
