Target,Warmup,MAE,RMSE,Naive MAE,Gain,R2,N test,Holdout MAE,Holdout R2
pH,52,0.2836681093029807,0.3756688608169254,0.8768421052631579,0.5931739959601772,0.9442148321548554,57,0.3952210424398198,0.8901695840210205
EC,52,0.12739858632112422,0.17547654753868416,0.19607719298245616,0.06867860666133194,0.9807812300866866,57,0.29796535157388654,0.7065365840521355
EC stress,30,0.16614971693820316,0.2661508143809817,0.24673468354430375,0.0805849666061006,0.9492807762853697,79,,
