variant,huber_blend,ph_w52_mae,ph_w52_r2,ec_w52_mae,ec_w52_r2,ec_w30_mae,ec_w30_r2,ph_holdout_mae,ph_holdout_r2,ec_holdout_mae,ec_holdout_r2,huber_w52_count,huber_w30_count,huber_holdout_count,sep21_0720_pred,sep21_0720_err,sep21_0720_type,sep21_0840_pred,sep21_0840_err,sep21_0840_type,sep21_1530_pred,sep21_1530_err,sep21_1530_type,aug17_drop_pred,aug17_drop_err,aug17_drop_type,aug17_spike_pred,aug17_spike_err,aug17_spike_type,aug14_22_mae,sep21_all_mae,sep21_later_mae,holdout_sep21_ec_mae
current_h100,1.0,0.29113961822954854,0.9405534027068188,0.1290316267416493,0.9804972512322213,0.1673584977060651,0.9490434341939163,0.363675039045105,0.9232497108601463,0.177121952978715,0.9367403695387972,2,2,4,4.487102012451535,0.25710201245153463,huber,5.281123075068461,0.31112307506846104,base,4.320129058470501,0.4501290584705009,base,1.5341610749758106,0.38916107497581054,base,1.1937562497507435,1.4862437502492567,base,0.37843088308904616,0.2690548705197187,0.2767604583210339,0.880914960458535
no_after_salt_h100,1.0,0.29113961822954854,0.9405534027068188,0.1290316267416493,0.9804972512322213,0.1673584977060651,0.9490434341939163,0.363675039045105,0.9232497108601463,0.177121952978715,0.9367403695387972,2,2,4,4.487102012451535,0.25710201245153463,huber,5.281123075068461,0.31112307506846104,base,4.320129058470501,0.4501290584705009,base,1.5341610749758106,0.38916107497581054,base,1.1937562497507435,1.4862437502492567,base,0.37843088308904616,0.2690548705197187,0.2767604583210339,0.880914960458535
conc_lowec_h100,1.0,0.29113961822954854,0.9405534027068188,0.1290316267416493,0.9804972512322213,0.1673584977060651,0.9490434341939163,0.363675039045105,0.9232497108601463,0.177121952978715,0.9367403695387972,2,2,4,4.487102012451535,0.25710201245153463,huber,5.281123075068461,0.31112307506846104,base,4.320129058470501,0.4501290584705009,base,1.5341610749758106,0.38916107497581054,base,1.1937562497507435,1.4862437502492567,base,0.37843088308904616,0.2690548705197187,0.2767604583210339,0.880914960458535
saltmass_conc_lowec_h100,1.0,0.29113961822954854,0.9405534027068188,0.1290316267416493,0.9804972512322213,0.1673584977060651,0.9490434341939163,0.363675039045105,0.9232497108601463,0.177121952978715,0.9367403695387972,2,2,4,4.487102012451535,0.25710201245153463,huber,5.281123075068461,0.31112307506846104,base,4.320129058470501,0.4501290584705009,base,1.5341610749758106,0.38916107497581054,base,1.1937562497507435,1.4862437502492567,base,0.37843088308904616,0.2690548705197187,0.2767604583210339,0.880914960458535
