target,evaluation,global_mae,balanced_mae,balanced_minus_global
EC,warmup52,0.12689574720053817,0.2735587548723127,0.1466630076717745
EC,warmup30,0.1743646196027364,0.34123760743330145,0.16687298783056506
EC,holdout,0.18183406844619548,0.40834117376093976,0.22650710531474427
pH,warmup52,0.27510060042645684,0.26606701246815534,-0.009033587958301503
pH,holdout,0.2897132550622262,0.3637835936886433,0.0740703386264171
