regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup30 Aug 14-22,12,0.3840134455473589,0.5549700029470582,0.48182250827208595,0.588985,0.2049715544526411,1.668818333333333,2.93
EC warmup30 Sep 21,7,0.3732215874517171,0.47910097334563145,0.8838042519981975,0.8582857142857142,0.48506412683399713,3.8601428571428578,4.97
EC warmup52 Sep 21,7,0.3732215874517171,0.47910097334563145,0.8838042519981975,0.8582857142857142,0.48506412683399713,3.8601428571428578,4.97
