evaluation,regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH warmup52,all,57,0.27510060042645684,0.3753581693789309,0.9443070666131549,0.8768421052631579,0.601741504836701,8.488771929824562,10.38
pH warmup52,mid_ph_6.5_to_9.5,29,0.29187551431702646,0.3969706313198259,0.7914898391325806,1.043448275862069,0.7515727615450425,8.214827586206898,9.45
pH warmup52,acidic_ph_le_6.5,7,0.16153512977600887,0.18488857726488095,0.831220096919796,0.38571428571428573,0.22417915593827686,5.2628571428571425,6.19
pH warmup52,alkaline_ph_ge_9.5,21,0.2897904000324862,0.3916797020773254,-1.1904504298833012,0.8104761904761906,0.5206857904437043,9.942380952380953,10.38
pH warmup52,jump_abs_delta_ge_0.75,25,0.3210670057470999,0.4479204033300735,0.8663578327772773,1.5632,1.2421329942529,8.680399999999999,10.34
pH warmup52,jump_abs_delta_ge_1.0,21,0.31420363496281106,0.45800393415540824,0.8616625683742534,1.6976190476190471,1.3834154126562361,8.63047619047619,10.34
