feature_set,features,params,mask,gate,max_rows,scale,ph_blend,ec_blend,wf_active,ho_active,n_train,n_spec,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold,score
all52,52,balanced350,shock,shock_gap2,8,False,0.0,0.85,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9280708482310502,0.9456629499758765,0.3401887519338635,0.16920747259693722,0.6426285870727776,0.8228438972131279,0.9280708482310502,True,2.5188427030994345
all52,52,balanced350,shock,shock_gap2,8,False,0.0,0.75,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9280708482310502,0.9428194698792383,0.3401887519338635,0.1763869368309123,0.7144232294125286,0.8228438972131279,0.9280708482310502,True,2.517765783464338
all52,52,balanced350,shock,shock_gap2,8,False,0.0,0.9,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9280708482310502,0.9266913591682938,0.3401887519338635,0.1895161729953468,0.8457155910568734,0.8228438972131279,0.9266913591682938,True,2.5144169089769166
all52,52,balanced350,shock,shock_gap2,8,False,0.2,0.9,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9439782840602278,0.9266913591682938,0.31065534355037194,0.1895161729953468,0.8457155910568734,0.8228438972131279,0.9266913591682938,True,2.5144169089769166
all52,52,balanced350,shock,shock_gap2,8,False,0.5,0.9,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9480056607342986,0.9266913591682938,0.29771510529136347,0.1895161729953468,0.8457155910568734,0.8228438972131279,0.9266913591682938,True,2.5144169089769166
all52,52,balanced350,shock,shock_gap2,8,False,0.8,0.9,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9282325049247347,0.9266913591682938,0.3283250661206565,0.1895161729953468,0.8457155910568734,0.8228438972131279,0.9266913591682938,True,2.5144169089769166
all52,52,balanced350,shock,shock_gap2,8,False,1.0,0.85,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9018278830052284,0.9456629499758765,0.3562073096507977,0.16920747259693722,0.6426285870727776,0.8228438972131279,0.9018278830052284,True,2.4925997378736127
all52,52,balanced350,shock,shock_gap2,8,False,1.0,0.75,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9018278830052284,0.9428194698792383,0.3562073096507977,0.1763869368309123,0.7144232294125286,0.8228438972131279,0.9018278830052284,True,2.4915228182385163
all52,52,balanced350,shock,shock_gap2,8,False,1.0,0.9,0,4,256,12,0.933984065861343,0.8228438972131279,0.2913762270783384,0.19689879112220632,0.9018278830052284,0.9266913591682938,0.3562073096507977,0.1895161729953468,0.8457155910568734,0.8228438972131279,0.9018278830052284,True,2.489553432813851
all52,52,reg500,shock,shock_gap2,8,False,0.2,0.85,0,4,256,12,0.9291523700847188,0.8227396528059006,0.30381041471466963,0.19666442329349906,0.945067767515922,0.9445991585094184,0.3168323173850057,0.1686227655172529,0.6864045552435596,0.8227396528059006,0.9445991585094184,True,2.535285385799607
