Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.3299624306028415,0.42902976519229924,0.8768421052631579,0.5468796746603164,62.36923060351747,0.9272415906902891,57,0.30599274233794826,0.918786320739792
EC,52,0.1420457956862468,0.22178865640648218,0.19607719298245616,0.054031397296209344,27.55618666014041,0.969298041165542,57,0.13009011013833313,0.9553680212174845
EC stress,30,0.1852321648642023,0.3086620207980481,0.24673468354430375,0.06150251868010145,24.92658016158399,0.931784449321768,79,,
