regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH Sep 18-21 transition,14,0.32599966406183245,0.3926317892932315,0.8376872070724661,0.512142857142857,0.18614319308102456,6.1485714285714295,7.76
pH Sep 21,7,0.24916502416709818,0.3044234660081244,0.5424307565180486,0.38571428571428573,0.13654926154718755,5.2628571428571425,6.19
