Target,Warmup,MAE,RMSE,Naive MAE,Gain,R2,N test,Holdout MAE,Holdout R2
pH,52,0.2964218147133728,0.3893437343837258,0.8768421052631579,0.5804202905497851,0.9400795965979831,57,0.3845151707625772,0.8956135457425772
EC,52,0.11702772590211145,0.1635617164830089,0.19607719298245616,0.0790494670803447,0.9833025272167919,57,0.32146806994791255,0.6837666634343046
