name,features,blend,removed,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,sep21_ec_pred,sep21_ec_err,sep21_ph_pred,sep21_ph_err,wf_huber
safe6_A,40,1.0,salt_event_pos+temp_trend+rad_t1_log+h3po4_total+timing_balance+hist48_acid_prevday,0.935487875814905,0.9829126733334753,0.292649861504944,0.11835328859740127,4.768437400006657,0.5384374000066563,4.761196285469877,0.011196285469877054,2
safe6_B,40,1.0,salt_event_pos+temp_trend+rad_t1_log+h3po4_total+timing_balance+hrs_since_irr,0.9237887873075459,0.9817564305979689,0.31766738061797944,0.12101272552629093,4.5888894242704215,0.35888942427042103,5.030168660860706,0.28016866086070635,2
safe6_C,40,1.0,salt_event_pos+temp_trend+h3po4_total+timing_balance+hist48_acid_prevday+hist_hrs_since_irr,0.9343658950721254,0.9622596745245632,0.2938992520154853,0.13892133927047323,5.561962386684043,1.3319623866840429,4.683720658153314,0.06627934184668582,2
safe6_D,40,1.0,salt_event_pos+temp_trend+rad_t1_log+timing_balance+hist48_acid_prevday+hrs_since_irr,0.9255671146487422,0.9552602881152397,0.3111053208080377,0.14075562172345749,5.877707456313126,1.6477074563131255,4.680385634380464,0.06961436561953604,2
safe6_E,40,1.0,salt_event_pos+temp_trend+rad_t1_log+h3po4_total+hist48_acid_prevday+hrs_since_irr,0.933243856277949,0.9747080588006749,0.30606202518559295,0.13363433527309077,5.040167388865447,0.8101673888654464,4.9932293660413345,0.2432293660413345,2
safe6_F,40,1.0,salt_event_pos+temp_trend+h3po4_total+timing_balance+hist48_acid_prevday+irr_total_t0_t1,0.9287717704207881,0.9789688055327417,0.31760246790680013,0.12750984224992565,4.842334673995424,0.6123346739954236,4.67664061146746,0.07335938853254031,2
safe6_G,40,1.0,salt_event_pos+temp_trend+rad_t1_log+h3po4_total+timing_balance+hist48_irr_prevday,0.9236063252092249,0.9775167928851588,0.30696191544171736,0.127895113515469,4.670109965080089,0.4401099650800884,4.510831582059058,0.23916841794094168,2
safe6_H,40,1.0,salt_event_pos+temp_trend+rad_morning+h3po4_total+timing_balance+hist48_acid_prevday,0.926900750859559,0.9586505735074986,0.3125130970055413,0.14468138970734373,5.673281081493144,1.4432810814931436,4.855287328928099,0.10528732892809867,2
