regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH Sep 18-21 transition,14,0.29658409083453413,0.3656055609303139,0.8592632823225551,0.512142857142857,0.21555876630832288,6.1485714285714295,7.76
pH Sep 21,7,0.16909779703356534,0.19384469346230518,0.8144724517854077,0.38571428571428573,0.2166164886807204,5.2628571428571425,6.19
