blend,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,sep21_ec_pred,sep21_ec_err,base_ec,spec_ec,pred_ec,n_spec
0.85,0.9352578973195957,0.9721264803749499,0.3059859859723008,0.12578440085320186,3.044879955659478,1.1851200443405223,0.513637190258279,4.12993231608288,3.044879955659478,161
0.9,0.9356746751255962,0.9794187747832286,0.30422615313835366,0.12043104044197837,3.370993812310256,0.8590061876897446,0.513637190258279,4.12993231608288,3.370993812310256,161
0.95,0.9360199097914285,0.9847474472428142,0.3024663203044064,0.11467297858567874,3.731470955751902,0.4985290442480985,0.513637190258279,4.12993231608288,3.731470955751902,161
1.0,0.9362936013170925,0.9873042123267181,0.3007064874704592,0.10826949795422523,4.12993231608288,0.1000676839171204,0.513637190258279,4.12993231608288,4.12993231608288,161
1.02,0.936383045848111,0.987329258440133,0.30000255433688033,0.10799752155300608,4.300835281686005,0.07083528168600495,0.513637190258279,4.12993231608288,4.300835281686005,161
1.05,0.9364957497025883,0.9860622772783793,0.298946654636512,0.11309432737038475,4.570380368242156,0.34038036824215556,0.513637190258279,4.12993231608288,4.570380368242156,161
1.08,0.936582698026605,0.9829669302758891,0.29789075493614364,0.11849221660885563,4.856624444528482,0.6266244445284812,0.513637190258279,4.12993231608288,4.856624444528482,161
1.1,0.9366263549479158,0.9797237325062317,0.2971868218025648,0.12226708368844844,5.057239336172599,0.8272393361725987,0.513637190258279,4.12993231608288,5.057239336172599,161
1.15,0.9366854170530752,0.9666548344382688,0.29731826251831545,0.13236325232205137,5.59539963337963,1.3653996333796297,0.513637190258279,4.12993231608288,5.59539963337963,161
