,importance
photo_temp_interaction,0.13415477867345188
ET0_per_hour,0.13311353484480234
ph0,0.12346711720454516
soil_temp_mean,0.09509933931423004
ec0_x_p48_salt,0.0464697772297872
transpiration_pull,0.04351990987936215
temp_trend,0.043186704500716114
ec0,0.03901149812048556
temp_x_canopy,0.02909700889778468
pre_anchor_salt_buildup,0.02662552903369831
ec_log_anchor,0.02622550304705291
hist_salt_buildup,0.025070258150903146
irr_to_et0,0.019843929851153824
hist_hrs_since_fert,0.01791948223232439
log_ec_drive,0.015983214779701712
hour_sin_b,0.014385190363954357
stage_x_salt_conc,0.013955702141363524
soil_delta,0.013735430569121658
hist48_irr_prevday,0.012588734186622059
hist_dark_recent_6h,0.01182653589904518
rad_t1_log,0.011140494867733842
pre_salt_irr_ratio_24h,0.009701608988071457
salt_conc_t0_t1,0.009626150044591471
hist_irr_prior,0.00931563368832181
rad_morning,0.009005202590819564
salt_event_pos,0.008842110389159316
irr_after_last_salt,0.00860573061778887
ET0_sum_t0_t1,0.006954417961113142
fert_salt_total_t0_t1,0.0062000389737489996
hrs_since_fert,0.006085296116842653
hour_cos_b,0.006043962177491265
gap_hours,0.005988909532462971
pre_salt_irr_ratio_6h,0.0051834448862017836
irr_total_t0_t1,0.003936653612827744
hist_irr_recent,0.00390874091521725
salt_recency_pressure,0.0022784780108216986
t1_early_day,0.0017907296204450521
t1_morning_short,0.00011321808623491763
