Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.31311936752694075,0.41945614601582054,0.8768421052631579,0.5637227377362171,64.29010814518682,0.9304525080760508,57,0.24318800001197857,0.9525201489058839
EC,52,0.1241967235407235,0.16529500253687945,0.19607719298245616,0.07188046944173265,36.659270947521215,0.9829467612606684,57,0.13574539052988308,0.9452439733917547
EC warmup30,30,0.16443963382381213,0.2669159767684662,0.24673468354430375,0.08229504972049162,33.35366091963098,0.9489887296276193,79,,
