mode,max_rows,blend,wf_active,ho_active,n_spec,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,wf_min,ho_min,ok
union_shock8,8,0.5,2,4,188,0.9465864427007006,0.8791561501417313,0.27247836031596195,0.1775185770927992,0.9184151834974787,0.5741778693702451,0.34482432929352014,0.36937205753194197,2.6774969742642742,0.8791561501417313,0.5741778693702451,False
union_shock3,4,0.5,2,4,178,0.9506894295257651,0.878978232778973,0.2668263239030394,0.1770611773012149,0.9184582030128072,0.5686630470998904,0.3408238848071126,0.37292761676742997,2.6964718552842113,0.878978232778973,0.5686630470998904,False
shock_or_acid_shock3,4,0.5,2,4,178,0.9506894295257651,0.878978232778973,0.2668263239030394,0.1770611773012149,0.9184582030128072,0.5686630470998904,0.3408238848071126,0.37292761676742997,2.6964718552842113,0.878978232778973,0.5686630470998904,False
union,4,0.5,2,4,178,0.9515433952531327,0.8780772839404564,0.2639138660280684,0.1773055078753476,0.9157680552257106,0.561153508881516,0.3436490382281062,0.3759007785739689,2.7262034733496,0.8780772839404564,0.561153508881516,False
shock_or_acid,4,0.5,2,4,178,0.9515433952531327,0.8780772839404564,0.2639138660280684,0.1773055078753476,0.9157680552257106,0.561153508881516,0.3436490382281062,0.3759007785739689,2.7262034733496,0.8780772839404564,0.561153508881516,False
union_shock3,8,0.5,2,4,188,0.94751433530185,0.8754160253140625,0.2703802939207645,0.17854488066271032,0.9193879316431646,0.5795093742657271,0.3435427311610481,0.36805802823158495,2.6643566812607045,0.8754160253140625,0.5795093742657271,False
shock_or_acid_shock3,8,0.5,2,4,188,0.94751433530185,0.8754160253140625,0.2703802939207645,0.17854488066271032,0.9193879316431646,0.5795093742657271,0.3435427311610481,0.36805802823158495,2.6643566812607045,0.8754160253140625,0.5795093742657271,False
union,8,0.5,2,4,188,0.9485979362974962,0.874860522018781,0.2670848352602188,0.17869574161263332,0.9176135154453724,0.5761525384802217,0.3453200054850978,0.36979026039267826,2.681679002871637,0.874860522018781,0.5761525384802217,False
shock_or_acid,8,0.5,2,4,188,0.9485979362974962,0.874860522018781,0.2670848352602188,0.17869574161263332,0.9176135154453724,0.5761525384802217,0.3453200054850978,0.36979026039267826,2.681679002871637,0.874860522018781,0.5761525384802217,False
union,4,1.8,2,4,178,0.9169120507220133,0.7791769606991664,0.29863804024082136,0.20292524052047473,0.8671393039044104,0.8147171803119235,0.3849870294086754,0.2648238213823388,1.6154339014332988,0.7791769606991664,0.8147171803119235,False
