regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH Sep 18-21 transition,14,0.29878085398505677,0.36845561254733966,0.8570605241989112,0.512142857142857,0.21336200315780024,6.1485714285714295,7.76
pH Sep 21,7,0.16158111297272196,0.19088438077704495,0.8200957765454991,0.38571428571428573,0.22413317274156377,5.2628571428571425,6.19
