experiment,kind,n_features,mae,rmse,naive_mae,gain_mae,r2,sep21_0720_pred,sep21_0720_true,runtime_s,sep21_0720_abs_err
baseline_xgb_current25,xgb_base,25,0.18674144925586775,0.4727576118417183,0.24989794871794865,0.0631564994620809,0.8384750808851812,0.6754707576336924,4.23,14.369730710983276,3.554529242366308
xgb_shock_mass25,xgb_shock,25,0.23335023009831737,0.5145568636552977,0.24989794871794865,0.01654771861963128,0.8086496666169443,0.6402000663649917,4.23,12.014454364776611,3.5897999336350086
xgb_shock_mass25_plus_release,xgb_shock,25,0.23349563434317538,0.5211432882437308,0.24989794871794865,0.01640231437477327,0.8037196743773474,0.5821930475665524,4.23,12.07947039604187,3.6478069524334478
monotonic_xgb_shock_mass25_plus_release,xgb_mono,25,0.24421173127305396,0.5304084534298075,0.24989794871794865,0.005686217444894698,0.7966784807755409,0.613306251846798,4.23,12.056435346603394,3.616693748153202
ridge_shock_mass25_plus_release,ridge,25,0.5311708520202268,1.045158462603885,0.24989794871794865,-0.28127290330227817,0.2105461360134272,0.17521548805010945,4.23,6.32241153717041,4.054784511949891
elasticnet_shock_mass25_plus_release,elastic,25,0.5609245317768174,1.1965635529716707,0.24989794871794865,-0.31102658305886877,-0.034746610347914375,0.17724814594768734,4.23,6.430274486541748,4.052751854052313
huber_shock_mass25_plus_release,huber,25,1.0714958696499823,3.6885325822664736,0.24989794871794865,-0.8215979209320337,-8.83263052416323,0.10466980917723694,4.23,54.94205617904663,4.125330190822764
