Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.2855591458913637,0.3872003099726925,0.8768421052631579,0.5912829593717941,67.43323066064879,0.9407375310283872,57,0.41914731310257397,0.846421167054677
EC,52,0.13508605835715365,0.19047099141166227,0.19607719298245616,0.06099113462530251,31.105675115799745,0.9773564190149625,57,0.1420409218953353,0.9478115561651465
EC stress,30,0.1862375643577363,0.2978230669064067,0.24673468354430375,0.060497119186567444,24.519098133078064,0.9364912357740375,79,,
