Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.3064770496511129,0.4076431267014845,0.8768421052631579,0.570365055612045,65.0476353939307,0.9343146381932571,57,0.39210637210064886,0.8654006294807074
EC,52,0.1378439940302394,0.19554747042324447,0.19607719298245616,0.058233198952216764,29.69911903901395,0.9761333299146535,57,0.13672099321543113,0.9536973140628987
