regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup30 Aug 14-22,12,0.4363040055169365,0.5791041474784351,0.4357742841203054,0.588985,0.1526809944830635,1.668818333333333,2.93
EC warmup30 Sep 21,7,0.11624096668799876,0.1217733651776727,0.9924934437150585,0.8582857142857142,0.7420447475977154,3.8601428571428578,4.97
EC warmup52 Sep 21,7,0.11624096668799876,0.1217733651776727,0.9924934437150585,0.8582857142857142,0.7420447475977154,3.8601428571428578,4.97
