Target,Warmup,MAE,RMSE,Naive MAE,Gain,R2,N test,Holdout MAE,Holdout R2
pH,52,0.27292149654398246,0.3833420201312284,0.8768421052631579,0.6039206087191754,0.9419126983320281,57,0.29824369604543516,0.9384532976237847
EC,52,0.13442538487181036,0.2441036642979445,0.19607719298245616,0.0616518081106458,0.9628091569946754,57,0.20045738669280128,0.9190163403444767
