target,evaluation,global_mae,balanced_mae,balanced_minus_global
EC,warmup52,0.13939578878094908,0.33226412906975544,0.19286834028880637
EC,warmup30,0.17481813484045666,0.32635025857883715,0.1515321237383805
EC,holdout,0.18580509880284027,0.4198065084044413,0.234001409601601
pH,warmup52,0.2944330273927326,0.32418382518058997,0.029750797787857386
pH,holdout,0.32138812921667076,0.4062358632050421,0.08484773398837137
