evaluation,regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
pH warmup52,all,57,0.27454299927849835,0.37467844004816053,0.9445085906344378,0.8768421052631579,0.6022991059846595,8.488771929824562,10.38
pH warmup52,mid_ph_6.5_to_9.5,29,0.28909476446572274,0.3953945861871816,0.7931421985518974,1.043448275862069,0.7543535113963462,8.214827586206898,9.45
pH warmup52,acidic_ph_le_6.5,7,0.16851491266946184,0.18763260137823193,0.8261730253422784,0.38571428571428573,0.2171993730448239,5.2628571428571425,6.19
pH warmup52,alkaline_ph_ge_9.5,21,0.2897904000324862,0.3916797020773254,-1.1904504298833012,0.8104761904761906,0.5206857904437043,9.942380952380953,10.38
pH warmup52,jump_abs_delta_ge_0.75,25,0.3197956751297545,0.44662097333991735,0.8671321076010693,1.5632,1.2434043248702453,8.680399999999999,10.34
pH warmup52,jump_abs_delta_ge_1.0,21,0.31653022926062874,0.4583757622309544,0.8614378601703753,1.6976190476190471,1.3810888183584185,8.63047619047619,10.34
