name,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ph_mid_mae,w30_ph_acidic_mae,w30_ph_alkaline_mae,w30_ph_jump_mae,w30_ec_balanced_mae,w30_ph_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ec_balanced_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err
current,0.27456563591258454,0.37468533831894635,0.9445065472913947,0.8768421052631579,0.13120040232127037,0.24385274645194993,0.9628855757577576,0.19607719298245616,0.17747051000630265,0.3119924476528305,0.9303044320442269,0.24673468354430375,0.12578424631462556,0.41744244857480356,0.5260359851414689,0.5190855716838396,0.1686650120831026,0.47053138474822037,0.6545777624779923,0.35642089334363264,0.4532149327482887,0.1988939015783459,0.37871449870049456,0.9196420566285419,0.5569225,0.08943648871958529,0.6367235530133886,0.66946181087135,0.3382248321175573,0.6791529947091244,0.1331427485868335,0.31128199820003744,0.46520728420144125,0.3654506434033881,0.8308910313914781,1.3950953077416148,1.457895548975313
current_plus_farthest72,0.3090959495110834,0.41413631216714175,0.9322054203965111,0.8768421052631579,0.1664053257857606,0.429544366204679,0.8848395164638347,0.19607719298245616,0.21441851973640205,0.4541533940206746,0.8523198491390297,0.24673468354430375,0.14009892520568132,0.5594737800576056,0.7275757823392819,0.5657984071524517,0.22857611642266193,0.47262796231359216,0.6883824818710118,0.47571616253418963,0.4888462419399294,0.2494938773858984,0.5013320079355467,0.8591827638792713,0.5569225,0.06869620934723361,0.9726845495405577,0.8809496426321506,0.34566997890546886,0.818021282438073,0.2047120663709936,0.3489723065302821,0.6407768005066473,0.4293439085612044,0.6990004130233998,1.4258263724984641,2.9968093417648403
