Target,Warmup,MAE,RMSE,Naive MAE,Gain,Gain %,R2,N test,Holdout MAE,Holdout R2
pH,52,0.344681049970683,0.4501041914235804,0.8768421052631579,0.5321610552924749,60.69063655796533,0.9199180826484771,57,0.28426326011065456,0.9316071357565923
EC,52,0.14865534247252815,0.23785054949950102,0.19607719298245616,0.047421850509928004,24.18529650930439,0.964690160516218,57,0.12623850233412257,0.9532591819435957
