mae,rmse,naive_mae,r2,aug22_mae,aug22_rmse,aug22_n,sep21_pred,sep21_err,err_20250817_124000,pred_20250817_124000,err_20250819_173000,pred_20250819_173000,err_20250821_130000,pred_20250821_130000,err_20250820_120000,pred_20250820_120000,err_20250814_162000,pred_20250814_162000,err_20250821_150000,pred_20250821_150000,experiment,runtime_s,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda
0.21650899768959592,0.5219245775196205,0.24989794871794865,0.8031307128840408,0.42819287337889295,0.6479075593908832,11,0.6208335535488598,3.6091664464511406,1.7328179722530956,0.9471820277469044,0.7675367475701638,2.121536747570164,0.520982796800254,1.258982796800254,0.757392160807766,1.669292160807766,0.07819332647205801,2.441806673527942,0.29901478724262254,0.5288052127573775,cfg06,15.147191524505615,650,0.02,2,4,0.72,0.75,1.0,2.0
0.215764923202459,0.5217368422730073,0.24989794871794865,0.8032723144052732,0.43021767166815095,0.6657594059427356,11,0.6182603417760018,3.611739658223999,1.7569665063969182,0.923033493603082,0.83831039453767,2.19231039453767,0.5353957872868893,1.2733957872868893,0.7951089270281239,1.707008927028124,0.0276099804502552,2.492390019549745,0.3083567781629303,0.5194632218370697,cfg03,14.436867237091064,650,0.02,2,2,0.72,0.75,1.0,2.0
0.21318496296005898,0.5225112396463144,0.24989794871794865,0.8026878877313538,0.43350187954744696,0.6810056234592525,11,0.6432790708561104,3.58672092914389,1.6876331246110146,0.9923668753889856,1.0262565141149382,2.3802565141149383,0.5668825389924788,1.3048825389924787,0.8544843215745209,1.766384321574521,0.023248733616038297,2.5432487336160383,0.3434794972265109,0.4843405027734891,cfg08,11.29525113105774,320,0.045,2,4,0.72,0.75,1.0,2.0
0.20984559931175384,0.508231594439047,0.24989794871794865,0.8133251584762262,0.443060597726053,0.6054519714405264,11,0.6189266251852145,3.611073374814786,1.3768520083095421,1.303147991690458,0.7048956078420372,2.0588956078420373,0.5557559885715364,1.2937559885715364,0.9409171870216674,1.8528171870216674,0.5504850352421067,3.0704850352421067,0.1702004890410208,0.6576195109589792,cfg37,10.816858291625977,250,0.02,3,8,0.95,0.6,1.0,8.0
0.2130385791630296,0.5190561266280055,0.24989794871794865,0.8052887184996501,0.4534036822987112,0.6895885047701475,11,0.6243200400281178,3.6056799599718827,1.708722221002127,0.9712777789978733,1.0263629121301991,2.3803629121301992,0.5523239016577752,1.2903239016577752,0.8703522261760098,1.7822522261760099,0.006738032468607713,2.5132619675313923,0.35103924704325423,0.47678075295674577,cfg02,11.665584325790405,320,0.045,2,1,0.72,0.75,1.0,2.0
0.22401279915115097,0.5262693719944084,0.24989794871794865,0.799839368259957,0.4662220606074182,0.6606375445577902,11,0.5764789269202775,3.653521073079723,1.738905128523732,0.941094871476268,0.4509291165516316,1.8049291165516317,0.4452916188004252,1.1832916188004252,0.7081036775880513,1.6200036775880513,0.7387784912738211,3.258778491273821,0.4235667820151052,0.4042532179848948,cfg38,9.784183740615845,250,0.04,2,3,0.95,0.75,0.3,1.5
0.22527548871473968,0.524782616841488,0.24989794871794865,0.8009687119318895,0.47114066049735115,0.6176334767116031,11,0.6147479298516524,3.615252070148348,1.4666692490515811,1.213330750948419,0.5762239537051448,1.9302239537051449,0.4138360018605254,1.1518360018605254,0.6495369030545178,1.5614369030545179,0.23292213750921276,2.7529221375092128,0.27692793205929767,0.5508920679407023,cfg40,14.743535280227661,450,0.055,5,5,0.85,0.9,0.3,8.0
0.2145161145985872,0.5167893345041703,0.24989794871794865,0.8069856688442075,0.4718088867256814,0.6946915737165034,11,0.6352577734665313,3.594742226533469,1.7086891360455003,0.9713108639544998,1.054710887294068,2.408710887294068,0.5460265899893377,1.2840265899893377,0.865063915980722,1.776963915980722,0.17174604893638,2.69174604893638,0.3540548153126403,0.4737651846873597,cfg05,12.222935438156128,320,0.045,2,2,0.72,0.75,1.0,2.0
0.2099396167228695,0.4876843523194887,0.24989794871794865,0.8281141546608374,0.4847093538558722,0.5822467687776844,11,0.6287035445006206,3.60129645549938,1.3154994055140488,1.3645005944859514,0.5794550764521,1.9334550764521001,0.37816268478235937,1.1161626847823594,0.5955459599765377,1.5074459599765377,0.054894801091892376,2.5748948010918924,0.21142108823696348,0.6163989117630365,cfg36,15.34964632987976,800,0.04,4,8,0.85,1.0,5.0,1.5
0.2196776576290979,0.49873615588802794,0.24989794871794865,0.8202353973671603,0.49573232386842514,0.6127067600482937,11,0.631712225714283,3.5982877742857173,1.3833274205763535,1.2966725794236467,0.687621716366055,2.041621716366055,0.5021125479432014,1.2401125479432014,0.823671911936528,1.735571911936528,0.03148928158572728,2.5514892815857273,0.1307989836560174,0.6970210163439826,cfg42,12.294703245162964,450,0.015,2,3,0.95,0.75,5.0,8.0
0.2228676561191643,0.5002902834148024,0.24989794871794865,0.8191133114629061,0.4968271231436925,0.6210807957450492,11,0.6784776023848571,3.5515223976151433,1.4659875449772057,1.2140124550227944,0.6792136250395728,2.033213625039573,0.48307267734414383,1.2210726773441438,0.8464165248771106,1.7583165248771107,0.17165390158169336,2.6916539015816934,0.17092344096671874,0.6568965590332813,cfg44,14.842977285385132,800,0.015,2,1,0.95,0.9,5.0,1.5
0.2343830922644292,0.5264305858946359,0.24989794871794865,0.7997167176923226,0.526875719242838,0.68957236061516,11,0.6116160745793677,3.6183839254206327,1.5673453808331261,1.112654619166874,0.7282318904696452,2.0822318904696453,0.35212188912714826,1.0901218891271482,0.8526833074855856,1.7645833074855857,0.9339962082069957,3.4539962082069957,0.5299307678993307,0.2978892321006693,cfg41,16.200380325317383,450,0.02,5,1,0.95,0.9,0.0,0.7
