timestamp,gap_hours,ph_true,ph_pred,ph_naive,ec_true,ec_pred,ec_naive,specialist_active,specialist_type,n_train
2025-08-14 12:30:00,0.0,8.12,8.12,8.12,2.39,2.39,2.39,False,base,36
2025-08-14 16:20:00,3.8333333333333335,8.63,11.49310242652893,8.12,2.52,2.39,2.39,False,base,36
2025-08-17 08:10:00,63.833333333333336,7.07,-1.9626942825317375,8.63,1.145,2.52,2.52,False,base,37
2025-08-17 12:40:00,4.5,9.3,13.093551940917969,7.07,2.68,1.145,1.145,False,base,38
2025-08-18 08:30:00,19.833333333333332,8.29,1.7809980392456062,9.3,1.932,2.68,2.68,False,base,39
2025-08-18 14:40:00,6.166666666666667,9.19,24.03538516998291,8.29,2.93,1.932,1.932,False,base,40
2025-08-19 12:30:00,21.833333333333332,9.61,-0.5252147293090825,9.19,1.752,2.93,2.93,False,base,42
2025-08-19 17:30:00,5.0,9.08,13.13978515625,9.61,1.354,1.752,1.752,False,base,43
2025-08-20 12:00:00,18.5,9.21,15.418360786437988,9.08,0.9119,1.354,1.354,False,base,44
2025-08-20 12:20:00,0.3333333333333333,8.37,15.985410175323487,9.21,0.8451,0.9119,0.9119,False,base,46
2025-08-21 13:00:00,24.666666666666668,8.14,18.314013595581052,8.37,0.738,0.8451,0.8451,False,base,49
2025-08-21 15:00:00,2.0,7.54,4.279067649841309,8.14,0.82782,0.738,0.738,False,base,50
2025-08-25 09:00:00,90.0,9.07,-1.209603271484375,7.54,0.327,0.82782,0.82782,False,base,51
2025-08-25 16:00:00,7.0,9.86,15.117200679779053,9.07,0.327,0.327,0.327,False,base,52
2025-08-26 12:00:00,20.0,7.37,8.961179599761962,9.86,0.266,0.327,0.327,False,base,53
2025-08-26 16:30:00,4.5,7.36,14.745885486602784,7.37,0.314,0.266,0.266,False,base,54
2025-08-27 11:40:00,19.166666666666668,7.76,9.587866888046264,7.36,0.181,0.314,0.314,False,base,56
2025-08-27 14:10:00,2.5,8.93,11.751626739501953,7.76,0.294,0.181,0.181,False,base,57
2025-08-28 13:30:00,23.333333333333332,7.62,5.570256881713867,8.93,0.358,0.294,0.294,False,base,59
2025-08-28 15:00:00,1.5,10.29,19.31869327545166,7.62,0.174,0.358,0.358,False,base,61
2025-08-31 08:20:00,65.33333333333333,7.73,7.192582645416259,10.29,0.18,0.174,0.174,False,base,63
2025-08-31 12:30:00,4.166666666666667,10.49,8.138604979515076,7.73,0.167,0.18,0.18,False,base,64
2025-09-01 08:30:00,20.0,9.76,10.091496547460556,10.49,0.292,0.167,0.167,False,base,65
2025-09-01 12:30:00,4.0,10.38,9.859682122468948,9.76,0.306,0.292,0.292,False,base,67
2025-09-02 08:30:00,20.0,8.0,12.125991468429566,10.38,0.168,0.306,0.306,False,base,68
2025-09-02 15:00:00,6.5,10.34,13.64851427078247,8.0,0.299,0.168,0.168,False,base,70
2025-09-03 09:00:00,18.0,8.87,6.3847988510131835,10.34,0.301,0.299,0.299,False,base,71
2025-09-03 15:20:00,6.333333333333333,10.32,11.677328224182128,8.87,0.308,0.301,0.301,False,base,73
2025-09-07 08:50:00,89.5,8.25,6.292533702850342,10.32,0.334,0.308,0.308,False,base,75
2025-09-07 15:30:00,6.666666666666667,10.01,15.855201721191406,8.25,0.1548,0.334,0.334,False,base,76
2025-09-08 09:30:00,18.0,8.8,11.112392792701721,10.01,0.326,0.1548,0.1548,False,base,77
2025-09-08 13:50:00,4.333333333333333,9.76,5.246491479873658,8.8,0.156,0.326,0.326,False,base,79
2025-09-09 08:30:00,18.666666666666668,7.9,13.8801753616333,9.76,0.348,0.156,0.156,False,base,80
2025-09-09 14:10:00,5.666666666666667,9.9,6.121462488174439,7.9,0.3,0.348,0.348,False,base,82
2025-09-09 15:40:00,1.5,9.88,13.752000713348389,9.9,0.347,0.3,0.3,False,base,83
2025-09-09 18:40:00,3.0,9.33,3.711783294677735,9.88,0.161,0.347,0.347,False,base,85
