timestamp,ec
2025-09-18 13:10:00,0.662
2025-09-18 15:10:00,0.68
2025-09-18 14:10:00,0.709
2025-08-21 13:00:00,0.738
2025-09-18 09:40:00,0.795
2025-08-21 15:00:00,0.82782
2025-08-20 12:20:00,0.8451
2025-08-03 14:10:00,0.8713
2025-08-03 09:00:00,0.911
2025-08-20 12:00:00,0.9119
2025-07-30 08:30:00,0.9185
2025-08-04 09:20:00,0.956
2025-09-18 10:30:00,0.968
2025-09-18 12:00:00,0.98
2025-08-06 10:00:00,1.045
