name,features,blend,removed,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,wf_huber,sep21_ec_pred,sep21_ec_err,sep21_ph_pred,sep21_ph_true,n_train,n_spec,n_shock,sep21_base_ec,sep21_spec_ec,sep21_type
low6_A,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+hour_cos_b+salt_event_pos+timing_balance,0.9355959762384423,0.9432950000305785,0.3035099317594925,0.14731097215373898,2,2.3815986707776653,1.8484013292223351,4.906621383232249,4.75,229,161,10,0.5409621084676927,2.3815986707776653,huber
low6_B,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+hour_cos_b+salt_event_pos+irr_total_t0_t1,0.935892569657396,0.9480087205437948,0.29521408581803193,0.13941672241208003,2,2.42308000866604,1.8069199913339604,5.168509497426054,4.75,229,161,10,0.5222309713177599,2.42308000866604,huber
low6_C,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+salt_event_pos+timing_balance+h3po4_total,0.9317910395559017,0.9638100386128169,0.31220982569087563,0.13852730261160323,2,2.929178105086529,1.3008218949134713,5.044557660262158,4.75,229,161,10,0.5454594272725998,2.929178105086529,huber
low6_D,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+hour_cos_b+timing_balance+temp_trend,0.9307072217075227,0.9785851137639412,0.3202551485339923,0.12567852110066385,2,3.445195610950956,0.7848043890490444,4.305725539954329,4.75,229,161,10,0.5655581749198514,3.445195610950956,huber
redundant_A,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+hour_cos_b+hour_sin_b+salt_event_pos,0.9301243812711167,0.9045180019103622,0.3161227422106878,0.15926678979330508,2,1.5532874128363092,2.676712587163691,5.547708216345321,4.75,229,161,10,0.5548621320884002,1.5532874128363092,huber
redundant_B,40,1.0,last_event_salt_conc+recent_salt_conc_2h+hist48_acid_prevday+hrs_since_irr+hrs_since_fert+salt_event_pos,0.933429533215084,0.9636854079290361,0.3123596692148297,0.13538988876660477,2,2.8766739829927546,1.3533260170072459,5.238126203273527,4.75,229,161,10,0.5345038194392924,2.8766739829927546,huber
eclean_A,40,1.0,last_event_salt_conc+recent_salt_conc_2h+salt_event_pos+timing_balance+h3po4_total+stage_x_salt_conc,0.9226937991635504,0.9618845589969306,0.3246401303790011,0.14041115104161617,2,2.859618956360501,1.3703810436394996,5.391786450412777,4.75,229,161,10,0.5311098964510039,2.859618956360501,huber
eclean_B,40,1.0,last_event_salt_conc+recent_salt_conc_2h+salt_event_pos+timing_balance+rad_t1_log+hour_cos_b,0.9297977330783955,0.9160464551227041,0.31426628192453554,0.15136940211902508,2,1.7438960237285088,2.4861039762714916,5.295580735834709,4.75,229,161,10,0.5503331929963843,1.7438960237285088,huber
