experiment,policy,params,skip_cap,label_aware,mae,rmse,naive_mae,r2,aug22_mae,aug22_rmse,aug22_n,aug_all_mae,aug_all_n,sep21_0720_pred,sep21_0720_err,retrains,n_cached_features
current_recent_cap4|base,current_recent_cap4,base,4,False,0.17985319361338775,0.46736784537115417,0.24673468354430375,0.8436007526288571,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.6798783732118225,3.5501216267881777,79,257
rare_event_4|base,rare_event_4,base,4,False,0.18031166953185143,0.4677867959250982,0.24673468354430375,0.8433202330348417,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.6837465782261437,3.546253421773857,79,257
feature_balanced_6|base,feature_balanced_6,base,6,False,0.1893783809173992,0.4728736273188714,0.24673468354430375,0.8398941552873709,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.7096250158709478,3.5203749841290524,79,257
rare_event_6|base,rare_event_6,base,6,False,0.1893783809173992,0.4728736273188714,0.24673468354430375,0.8398941552873709,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.7096250158709478,3.5203749841290524,79,257
label_dynamics_6|base,label_dynamics_6,base,6,True,0.1893783809173992,0.4728736273188714,0.24673468354430375,0.8398941552873709,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.7096250158709478,3.5203749841290524,79,257
two_per_mechanism_8|base,two_per_mechanism_8,base,8,True,0.1893783809173992,0.4728736273188714,0.24673468354430375,0.8398941552873709,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.7096250158709478,3.5203749841290524,79,257
feature_balanced_4|base,feature_balanced_4,base,4,False,0.18989918936643213,0.47960712810378514,0.24673468354430375,0.8353020258199209,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.6649232672020452,3.565076732797955,79,257
label_dynamics_4|base,label_dynamics_4,base,4,True,0.19060735942817714,0.47501809163717656,0.24673468354430375,0.8384387144625611,0.3567832324359701,0.5674073077246633,11,0.23868045933129678,21,0.6822428601243592,3.547757139875641,79,257
current_recent_cap1|base,current_recent_cap1,base,1,False,0.19403519113703102,0.4932925067793891,0.24673468354430375,0.8257687565860614,0.3548431742005807,0.5668046546512737,11,0.2410953911304961,21,0.5143920988325457,3.7156079011674548,79,257
