kind,blend,gmin,gmax,wf_active,ho_active,wf_ph_r2,wf_ec_r2,wf_ph_mae,wf_ec_mae,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae,sep21_ec_mae,min_wf,min_ho,ok_hold
huber,0.8,2.0,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.9415683889486022,0.9539994874612614,0.30354639214840223,0.16017886361186273,0.5855650350634821,0.825955273855608,0.9415683889486022,True
ridge,0.8,1.0,10,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
ridge,0.8,1.0,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
ridge,0.8,1.5,10,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
ridge,0.8,1.5,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
ridge,0.8,2.0,10,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
ridge,0.8,2.0,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.954521188540381,0.937895433820554,0.28040942634085797,0.18921258212534722,0.8759022201983269,0.825955273855608,0.937895433820554,True
huber,0.85,1.0,10,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.825955273855608,0.9373809657432196,True
huber,0.85,1.0,26,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.825955273855608,0.9373809657432196,True
huber,0.85,1.5,10,0,4,0.9273841388412758,0.825955273855608,0.2964287980397542,0.19300213098437696,0.9373809657432196,0.9609590311843176,0.3093954670000282,0.1504803572527915,0.48857997147276977,0.825955273855608,0.9373809657432196,True
