,importance
leaching_fraction,0.12679842
log_ec_drive,0.12372495
ec0,0.111867696
temp_trend,0.105435476
transpiration_pull,0.09337012
ph0,0.08057989
salt_balance_t0_t1,0.072517924
irr_total_t0_t1,0.05408649
fert_conc,0.050156556
gap_hours,0.048572663
hrs_since_fert,0.04256802
evapo_concentration,0.038217947
hrs_since_irr,0.033205185
ET0_sum_t0_t1,0.01889863
