skip_cap,feature_set,xgb_set,warmup,max_rows,train_mode,pred_mode,shock_weight,blend,feature_count,n_spec_final,n_shock_final,wf_active,wf_ph_r2,wf_ec_r2,wf_min_r2,wf_ph_mae,wf_ec_mae,ho_active,ho_ph_r2,ho_ec_r2,ho_ph_mae,ho_ec_mae
72.0,current_union,current,45,4,chem_event,salt_shock_strict,8.0,1.2,44,323,12,2,0.8127892215114016,0.8969647718802894,0.8127892215114016,0.4560265905093001,0.16170182687027745,4,0.9360011496625794,0.772806100437903,0.30456426370131,0.26892619427162234
96.0,current_union,current,45,4,chem_event,salt_shock_strict,8.0,1.2,44,364,12,2,0.811061222706512,0.8456672764247575,0.811061222706512,0.4613854773543977,0.17815260747177042,4,0.9365262936913807,0.7032195276621545,0.29685587942202646,0.29306332193021634
72.0,current_union,current,45,12,chem_event,salt_shock_strict,8.0,1.2,44,509,12,2,0.8089653068622851,0.9826203804136854,0.8089653068622851,0.45581246191993774,0.1158245789602714,4,0.8842531967313003,0.6386567235163131,0.3277975524234247,0.3216309322577096
72.0,current_union,current,45,8,chem_event,salt_shock_strict,8.0,1.2,44,446,12,2,0.8005044154961183,0.9572815564906098,0.8005044154961183,0.46276000447350757,0.1329305938570231,4,0.903861522708148,0.6933956179856018,0.3339828056171486,0.2980680268804769
48.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.0,44,251,12,2,0.7684737233601153,0.893585420905394,0.7684737233601153,0.5006210679802955,0.1587517975240556,4,0.9213697728144552,0.721646641241134,0.325595952538068,0.29319499522189935
48.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.8,44,251,12,2,0.7683613758955602,0.879726719534258,0.7683613758955602,0.49853580577201123,0.15963983281532085,4,0.9260500020688449,0.663489130429433,0.3202986090585534,0.31873080784912067
48.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.2,44,251,12,2,0.767266929609212,0.907904208592059,0.767266929609212,0.5047744808779033,0.15769440697506626,4,0.9164056445887511,0.7767578088597011,0.3308932960175826,0.26430328477205256
48.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,0.8,44,343,12,2,0.7653869754164189,0.9106343740538058,0.7653869754164189,0.5067107706504216,0.16188122819431758,4,0.8987846144409097,0.5964435492702392,0.34264668611539084,0.3362925083719942
96.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.8,44,364,12,2,0.7635866501264565,0.8327917265398758,0.7635866501264565,0.5094980968580279,0.18359608799011315,4,0.9377330163836112,0.6439288189877639,0.29495461984955434,0.31981871979764254
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.8,44,339,12,2,0.7633806731851679,0.9060775286721171,0.7633806731851679,0.509235511856082,0.1573515236766002,4,0.9032773004600907,0.5979363317918215,0.3225976091925557,0.3349488837504917
48.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,1.0,44,343,12,2,0.7619634680163769,0.9385849318558777,0.7619634680163769,0.512685812769998,0.1518232160558031,4,0.8808903203636789,0.6263097313830603,0.35673122841480104,0.3211489438639005
96.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.0,44,364,12,2,0.760091255356125,0.8191829246238953,0.760091255356125,0.5161749749468719,0.18880555320755782,4,0.9399051453212278,0.5268127385298567,0.29115210163593286,0.3629060886990021
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,1.0,44,339,12,2,0.7596413990953828,0.9325522800166597,0.7596413990953828,0.5152121288389544,0.1485669016538587,4,0.8877871243530535,0.6273356525567976,0.3349612953005172,0.31936912886489066
72.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,0.8,44,509,12,2,0.7591873477384046,0.9293375992883506,0.7591873477384046,0.50211566753295,0.14526969701984666,4,0.911087934995682,0.6137028580933236,0.3074364684812344,0.34386469693706023
96.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.0,44,364,12,2,0.7578459656265286,0.8364497606060926,0.7578459656265286,0.5170749652696129,0.1820157777223299,4,0.9371397098736477,0.6737670266726083,0.2959052496357904,0.3069340599856149
72.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,0.0,44,509,12,2,0.7563934426324899,0.837732548377966,0.7563934426324899,0.5056804200898909,0.16818484774256975,4,0.949928794222508,0.547432735656848,0.2667143006492406,0.37391519226820147
48.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,1.2,44,343,12,2,0.7561578949342754,0.9634458601757523,0.7561578949342754,0.5186608548895745,0.14179194659301336,4,0.8607772378841549,0.6529482512752907,0.3708157707142112,0.3042653783525483
48.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,0.0,44,343,12,2,0.7552603481959924,0.8274610223979921,0.7552603481959924,0.519777855580686,0.1841328460702512,4,0.9481739062088331,0.46991204242137186,0.28630851808190333,0.3826008839163425
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.0,44,446,12,2,0.7551469775902688,0.8391766554087979,0.7551469775902688,0.5078843403121699,0.16784946761531686,4,0.9426848546327024,0.5536984630316897,0.29419635976105923,0.36744785082699016
72.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.8,44,446,12,2,0.7549530746164701,0.9080461257869221,0.7549530746164701,0.507372053893368,0.15107106499190084,4,0.9189331993973037,0.653293365569154,0.32072065662204263,0.3267985751992576
48.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.0,44,251,12,2,0.7547205738827543,0.8350143530939109,0.7547205738827543,0.5192736336448485,0.173663463996935,4,0.9419319290631379,0.4386760579260194,0.2991092357691377,0.3947221580673751
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,0.0,44,339,12,2,0.7537330846134339,0.8269329332478712,0.7537330846134339,0.5212354063545015,0.17881796148525383,4,0.9490304588977159,0.47056314810991606,0.2731428644172847,0.3813364904976232
48.0,current_union,current,40,8,chem_event,salt_shock_strict,8.0,1.2,44,339,12,2,0.75344165651251,0.9570824332711422,0.75344165651251,0.5211887458218268,0.13975783818805207,4,0.8706761936364519,0.6523788201096684,0.34732498140847873,0.3018029604486977
72.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,0.8,44,323,12,2,0.7533985833163521,0.8671222934893518,0.7533985833163521,0.5066036064114876,0.16891448921973967,4,0.9366988630882292,0.6850882529313169,0.30392945038953273,0.3113482444887625
72.0,current_union,current,40,12,chem_event,salt_shock_strict,8.0,1.0,44,509,12,2,0.7502091070880519,0.9580484241508364,0.7502091070880519,0.5108815405973811,0.13419385685366156,4,0.8982884249163477,0.6276336330504411,0.3176170104523295,0.3334192818781738
96.0,current_union,current,40,4,chem_event,salt_shock_strict,8.0,1.2,44,364,12,2,0.7494594678495964,0.8401779604200301,0.7494594678495964,0.524651833681198,0.1803040973250595,4,0.9365262936913807,0.7032195276621545,0.29685587942202646,0.29306332193021634
