variant,family,n_features,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w52_ec_low_mae,w52_ec_high_mae,w52_ec_shock_mae,w52_ec_balanced_mae,w52_ph_mid_mae,w52_ph_acidic_mae,w52_ph_alkaline_mae,w52_ph_jump_mae,w52_ph_balanced_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ec_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ec_balanced_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err,score,walkforward_score,params_variant,weight_strength,feature_count
t1_strong_smooth,strict_walkforward_optimized,36,0.28766871220722406,0.39511608022666006,0.9382896857806905,0.8768421052631579,0.12747582623727988,0.1750203151578262,0.9808810363200642,0.19607719298245616,0.10630083904738365,0.30746321735139787,0.30207482594068047,0.23861296077982064,0.30150756515621324,0.16633847279065592,0.3090013284165234,0.34424410217134666,0.2802728671336848,0.17094100155070113,0.2791510736839138,0.9442049585921805,0.24673468354430375,0.12752087250983338,0.37253445781187267,0.41714442873311597,0.305733253018274,0.3156112229903897,0.7335305247883499,0.6985319225015811,0.5569225,0.08453434091943562,1.2399187512742058,1.2628197216996013,0.8624242712977477,0.40578241896349915,1.086327456147238,0.22244594854302702,0.46026118038607383,0.5437042510099594,0.33019801944740634,1.4803177723646885,0.45041745844179015,2.2052097171445704,1.7645922877390956,smooth_more_trees,strong,36
t1_medium_smooth_blend099,strict_walkforward_optimized,36,0.2844077765108008,0.38306056738697825,0.9419979633323774,0.8768421052631579,0.12938384732513702,0.17786483711484397,0.9802545232993952,0.19607719298245616,0.11097520482813443,0.2858573085496592,0.23323091418641706,0.21002114252140358,0.2977866958211439,0.17520639890194278,0.30233258523756534,0.35159526692696,0.281730236721903,0.17786269097089769,0.283325257997699,0.9425238612043463,0.24673468354430375,0.13161241536169013,0.39259611344221856,0.43163638977200913,0.31861497285863927,0.3214312190204509,0.7334658207780043,0.6985851045645903,0.5569225,0.08658810697624665,1.2608036671972678,1.282730826015847,0.8767075333964538,0.41061186023056484,1.0980075587647107,0.21638475818559533,0.46737430178153755,0.5480946197406021,0.4063340610761692,1.454583673650511,0.12812755589165192,2.029945576397397,1.5021018837348523,smooth_more_trees,medium,36
t1_medium_smooth_blend085,strict_walkforward_optimized,36,0.27718385467896484,0.3804981936822986,0.9427713439468002,0.8768421052631579,0.14807283311171923,0.23593812188966878,0.9652556924098455,0.19607719298245616,0.11138709643380333,0.45990159487400445,0.5813194868351076,0.38420272604763844,0.29121879789510274,0.14359289825059232,0.30233258523756534,0.33512472515037417,0.2680672516334086,0.19134714907007724,0.31242911251157385,0.9301092035826808,0.24673468354430375,0.13193559185229187,0.46718652186693804,0.5476659139882393,0.3822626759024897,0.3248187264324779,0.740606279705355,0.6926878510065212,0.5569225,0.08658810697624665,1.2777412042574026,1.2996683630759818,0.887999224769877,0.41061186023056484,1.0575700372362833,0.21638475818559533,0.460634714860133,0.5363003426281441,0.4063340610761692,1.454583673650511,1.1723932738377236,2.809062811424108,2.490608099380533,smooth_more_trees,medium,36
t1_medium_smooth_eps135,strict_walkforward_optimized,36,0.28936286020797086,0.3892827330658209,0.9400983714589036,0.8768421052631579,0.1352078864619711,0.18744514195427558,0.9780701428077885,0.19607719298245616,0.1107718370161782,0.34291430675121076,0.34734491058952016,0.26701035145230306,0.295862179702113,0.22352793292917017,0.30233258523756534,0.362892857756508,0.29615388890633915,0.18206484579114504,0.2877470420941036,0.9407158312239804,0.24673468354430375,0.1314528498476937,0.417049112671455,0.46967438857304344,0.33939211703073074,0.32969303430116453,0.7782726192628865,0.6606339039585747,0.5569225,0.08658810697624665,1.302112743600836,1.3240399024194152,0.9042469176654993,0.41061186023056484,1.2550163513620327,0.21638475818559533,0.4935424338810912,0.593888850914821,0.4063340610761692,1.454583673650511,0.4704695451009613,2.291060541817468,1.8257999574188113,smooth_more_trees,medium,36
t1_medium_smooth_eps2,strict_walkforward_optimized,36,0.27819041978782455,0.3807522318831723,0.9426949014391993,0.8768421052631579,0.14179313748506842,0.20565716089287248,0.9736017524463586,0.19607719298245616,0.11244670522336471,0.3912378117095498,0.44399192050619823,0.31589214581303754,0.29074936971832566,0.15373398801224056,0.30233258523756534,0.3374196935985742,0.27105890914167646,0.1868162294407216,0.29658700121274817,0.937017307194634,0.24673468354430375,0.1327669772102554,0.4377591862250289,0.5018900585452695,0.35747207399351794,0.33086840424820996,0.7756276990623874,0.6629366215484034,0.5569225,0.08658810697624665,1.307989593336063,1.3299167521546422,0.9081648174889839,0.41061186023056484,1.1759563511024853,0.21638475818559533,0.4803657671711667,0.5708296841724531,0.4063340610761692,1.454583673650511,0.7604105748509955,2.5087900997293335,2.101939086334757,smooth_more_trees,medium,36
t1_medium_smooth_derived,strict_walkforward_optimized,38,0.31760812080549505,0.43457576292326766,0.9253483603768292,0.8768421052631579,0.17822273921405216,0.3242714293776264,0.9343696384190963,0.19607719298245616,0.1168212478377154,0.7001354159129142,0.9749250122675637,0.5972938920060644,0.36383239364949893,0.2344165844156401,0.28150511329372707,0.40455599534666403,0.32107752167638254,0.20402941905041125,0.35394435211843844,0.910301129904625,0.24673468354430375,0.1358482749425148,0.5205847309799302,0.6061565573796631,0.4208631877673694,0.3258426206857206,0.7957670454675341,0.6452055240617438,0.5569225,0.0832667846686909,1.2961459647538394,1.3688905931842366,0.9161011142022556,0.3976658562757073,1.1057323973172657,0.22466378707438706,0.4955395481784104,0.5559003972114427,0.42794458777301125,1.3785148310023159,1.079843576209087,2.8960037017600593,2.799427824384845,smooth_more_trees,medium,38
t1_strong_smooth_derived,strict_walkforward_optimized,38,0.3239678286310345,0.44314856557114146,0.9223740292878867,0.8768421052631579,0.17890217975554404,0.3229506290223331,0.9349031918446228,0.19607719298245616,0.11344413340545233,0.7352955737313239,0.9902012467108929,0.6129803179492231,0.36845928315065135,0.22893642023260252,0.2942043847129457,0.4032796274200666,0.32371992887906653,0.20338587754784637,0.35414122377480817,0.9102013171728606,0.24673468354430375,0.13280490491862817,0.5310832504692168,0.6024887769782038,0.42212564412201625,0.3328823733903393,0.7971207024410568,0.6439974355735919,0.5569225,0.08321195756039754,1.3315640367101065,1.3761509714157827,0.9303089885620955,0.39357884708791946,1.1073740091652922,0.20193722898373379,0.46685719633650863,0.5424368203933635,0.3109619666379755,1.466680819849265,1.077713690453645,2.8842275810567255,2.806421908434653,smooth_more_trees,strong,38
