regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup30 Aug 14-22,12,0.4357393152604187,0.5770691826232224,0.43973268145828015,0.588985,0.15324568473958128,1.668818333333333,2.93
EC warmup30 Sep 21,7,0.3354809716402757,0.5729342739890025,0.8338326337604376,0.8582857142857142,0.5228047426454385,3.8601428571428578,4.97
EC warmup52 Sep 21,7,0.3354809716402757,0.5729342739890025,0.8338326337604376,0.8582857142857142,0.5228047426454385,3.8601428571428578,4.97
