name,w,eps,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ph_mid_mae,w30_ph_acidic_mae,w30_ph_alkaline_mae,w30_ph_jump_mae,w30_ec_balanced_mae,w30_ph_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ec_balanced_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err
current_w16_eps3,16.0,3.0,0.27456563591258454,0.37468533831894635,0.9445065472913947,0.8768421052631579,0.13120040232127037,0.24385274645194993,0.9628855757577576,0.19607719298245616,0.17747051000630265,0.3119924476528305,0.9303044320442269,0.24673468354430375,0.12578424631462556,0.41744244857480356,0.5260359851414689,0.5190855716838396,0.1686650120831026,0.47053138474822037,0.6545777624779923,0.35642089334363264,0.4532149327482887,0.1988939015783459,0.37871449870049456,0.9196420566285419,0.5569225,0.08943648871958529,0.6367235530133886,0.66946181087135,0.3382248321175573,0.6791529947091244,0.1331427485868335,0.31128199820003744,0.46520728420144125,0.3654506434033881,0.8308910313914781,1.3950953077416148,1.457895548975313
w40_eps3,40.0,3.0,0.28469970811759093,0.3850241051355903,0.9414018117488535,0.8768421052631579,0.13513442819592592,0.2679871703510957,0.955175502337509,0.19607719298245616,0.18030898437156045,0.32596346985427643,0.9239227398673401,0.24673468354430375,0.12578424631462556,0.43345955392161534,0.5509514823476205,0.5190855716838396,0.2511853143238695,0.47053138474822037,0.6697788707855019,0.3700650941946204,0.47764528538535783,0.19464559165064582,0.3574824322642247,0.9283997798637362,0.5569225,0.08943648871958529,0.615482003374888,0.6482202612328496,0.3382248321175573,0.5700316648745256,0.1331427485868335,0.29309510989427096,0.4510462511091076,0.33362358886829685,0.8308910313914781,1.3950953077416148,1.682135023830678
w80_eps3,80.0,3.0,0.296914128118349,0.41625702870627024,0.931509315274247,0.8768421052631579,0.14302397848264425,0.31922980187371497,0.9363945569852608,0.19607719298245616,0.18600144470501548,0.35771927784782803,0.9083775945105895,0.24673468354430375,0.12578424631462556,0.46558129437468293,0.6009186341635034,0.5190855716838396,0.3506455914728991,0.47053138474822037,0.688100500786639,0.39742805828427064,0.5070907621728995,0.18355325703985453,0.31887769370603425,0.9430290803773436,0.5569225,0.08943648871958529,0.5600203303209317,0.5927585881788932,0.3382248321175573,0.452815722358356,0.1331427485868335,0.27355911947490935,0.41407180240647,0.299435605634414,0.8308910313914781,1.3950953077416148,2.1318393901736243
w40_eps8,40.0,8.0,0.2853675437342503,0.3855534514489621,0.9412405747904574,0.8768421052631579,0.13891304803662766,0.2933918580925321,0.9462741196851714,0.19607719298245616,0.18303533033257313,0.341382836977491,0.9165549910873202,0.24673468354430375,0.12555780953569748,0.4498952483180671,0.5765181180754344,0.519716950193786,0.25238414863559694,0.47053138474822037,0.670780624210491,0.3839903919763996,0.4783532769470236,0.17961241933292227,0.3234601054056816,0.9413799213602944,0.5569225,0.08943648871958529,0.5403161417862703,0.5730543996442318,0.3382248321175573,0.5904643451311993,0.1331427485868335,0.2965005566037166,0.4009356767166958,0.3395831206098267,0.8308910313914781,1.3950953077416148,1.912234745381003
