timestamp,gap_hours,ph_true,ph_pred,ph_naive,ec_true,ec_pred,ec_naive,specialist_active,specialist_type,n_train
2025-09-01 08:30:00,0.0,9.76,9.76,9.76,0.292,0.292,0.292,False,base,67
2025-09-01 12:30:00,4.0,10.38,10.451293895244598,9.76,0.306,0.31676924940741585,0.292,False,base,67
2025-09-02 08:30:00,20.0,8.0,9.320414786338807,10.38,0.168,0.3119409301258771,0.306,False,base,68
2025-09-02 15:00:00,6.5,10.34,9.601129412651062,8.0,0.299,0.21382201385086758,0.168,False,base,70
2025-09-03 09:00:00,18.0,8.87,8.81257673740387,10.34,0.301,0.23501841624666137,0.299,False,base,71
2025-09-03 15:20:00,6.333333333333333,10.32,9.879827494621276,8.87,0.308,0.3530807899597741,0.301,False,base,73
2025-09-07 08:50:00,89.5,8.25,8.569959349632263,10.32,0.334,0.21928296047675078,0.308,False,base,75
2025-09-07 15:30:00,6.666666666666667,10.01,9.809061646461487,8.25,0.1548,0.434709390305078,0.334,False,base,76
2025-09-08 09:30:00,18.0,8.8,8.68859935760498,10.01,0.326,0.17401464340063225,0.1548,False,base,77
2025-09-08 13:50:00,4.333333333333333,9.76,9.406612622737885,8.8,0.156,0.2949772471821875,0.326,False,base,79
2025-09-09 08:30:00,18.666666666666668,7.9,8.287496933937073,9.76,0.348,0.1870983315126049,0.156,False,base,80
2025-09-09 14:10:00,5.666666666666667,9.9,9.742746019363404,7.9,0.3,0.3198718848162568,0.348,False,base,82
2025-09-09 15:40:00,1.5,9.88,10.145231166481972,9.9,0.347,0.2797104576484058,0.3,False,base,83
2025-09-09 18:40:00,3.0,9.33,9.047367160320283,9.88,0.161,0.28547634433993907,0.347,False,base,85
2025-09-10 07:50:00,13.166666666666666,7.87,7.724629240036011,9.33,0.342,0.21641715757452867,0.161,False,base,88
2025-09-10 11:30:00,3.6666666666666665,9.5,9.074525589942933,7.87,0.292,0.24049267180741235,0.342,False,base,92
2025-09-10 13:50:00,2.3333333333333335,10.16,10.047255158424377,9.5,0.303,0.3340352505751573,0.292,False,base,95
2025-09-10 15:50:00,2.0,10.22,10.304952699542046,10.16,0.306,0.2515170163772772,0.303,False,base,99
2025-09-11 07:50:00,16.0,7.81,8.200632543563843,10.22,0.336,0.3345279308662224,0.306,False,base,104
2025-09-11 11:20:00,3.5,9.24,9.39852195739746,7.81,0.17,0.30485309941724176,0.336,False,base,108
2025-09-11 13:30:00,2.1666666666666665,9.39,9.913811316490174,9.24,0.348,0.20053072181228057,0.17,False,base,112
2025-09-11 14:10:00,0.6666666666666666,10.06,9.82072345852852,9.39,0.325,0.28897008562232246,0.348,False,base,116
2025-09-11 17:20:00,3.1666666666666665,9.56,9.426889119148255,10.06,0.288,0.2787066012399001,0.325,False,base,120
2025-09-11 18:10:00,0.8333333333333334,9.05,9.45166434109211,9.56,0.349,0.31760143526761736,0.288,False,base,124
2025-09-14 08:30:00,62.333333333333336,8.48,8.601849186420441,9.05,0.177,0.28450298246795536,0.349,False,base,128
2025-09-14 11:30:00,3.0,9.26,9.287225346565247,8.48,0.286,0.20418655529071267,0.177,False,base,129
2025-09-14 12:20:00,0.8333333333333334,9.65,9.492453599572181,9.26,0.316,0.26996800650673103,0.286,False,base,130
2025-09-14 15:10:00,2.8333333333333335,9.95,9.98219987154007,9.65,0.156,0.28260061609385323,0.316,False,base,131
2025-09-14 18:00:00,2.8333333333333335,9.36,9.267676126956939,9.95,0.307,0.21199440158453026,0.156,False,base,133
2025-09-15 08:10:00,14.166666666666666,7.92,7.896892771720886,9.36,0.198,0.29148055271212764,0.307,False,base,136
2025-09-15 12:00:00,3.8333333333333335,9.45,9.052248997688293,7.92,0.321,0.2913414415528544,0.198,False,base,140
2025-09-15 14:10:00,2.1666666666666665,10.13,9.773280334472656,9.45,0.332,0.2602687154879796,0.321,False,base,145
2025-09-15 15:30:00,1.3333333333333333,10.2,10.282822002768517,10.13,0.334,0.34082102501977884,0.332,False,base,150
2025-09-15 17:40:00,2.1666666666666665,9.09,9.547269475460052,10.2,0.383,0.3257697641582969,0.334,False,base,154
2025-09-16 06:40:00,13.0,7.66,8.016651120185852,9.09,0.358,0.35473767206860674,0.383,False,base,158
2025-09-16 08:50:00,2.1666666666666665,8.14,8.394683156013489,7.66,0.183,0.39475452932681676,0.358,False,base,162
2025-09-16 10:00:00,1.1666666666666667,7.94,8.75683201789856,8.14,0.414,0.27605990398384217,0.183,False,base,167
2025-09-16 12:10:00,2.1666666666666665,9.5,8.58711618423462,7.94,0.302,0.3920485291801414,0.414,False,base,172
2025-09-16 13:50:00,1.6666666666666667,9.88,9.785790175199509,9.5,0.309,0.3820203183066914,0.302,False,base,177
2025-09-17 08:50:00,19.0,8.3,8.283281807899476,9.88,0.215,0.23685096548965157,0.309,False,base,182
2025-09-17 11:50:00,3.0,8.88,9.138290691375733,8.3,0.128,0.3388999899773698,0.215,False,base,186
2025-09-17 13:30:00,1.6666666666666667,9.78,9.551090483665467,8.88,0.333,0.22307356404112139,0.128,False,base,190
2025-09-17 15:20:00,1.8333333333333333,9.85,10.030195831060409,9.78,0.221,0.3005444180542576,0.333,False,base,193
2025-09-18 07:10:00,15.833333333333334,7.76,7.791119194030761,9.85,0.47,0.3212240629417845,0.221,False,base,196
2025-09-18 09:40:00,2.5,6.97,6.151214659986951,7.76,0.795,0.0722251090503189,0.47,True,huber,199
2025-09-18 10:30:00,0.8333333333333334,6.71,7.551876397132873,6.97,0.968,0.5342258872278611,0.795,False,base,203
2025-09-18 12:00:00,1.5,7.27,6.9451685017347335,6.71,0.98,0.7824103952143832,0.968,False,base,208
2025-09-18 13:10:00,1.1666666666666667,7.08,7.394092154204845,7.27,0.662,1.098927123861563,0.98,False,base,213
