evaluation,regime,n,mae,rmse,r2,naive_mae,gain_vs_naive,mean_true,max_true
EC warmup30,all,79,0.1661693692515104,0.2658190589194559,0.9494071399226037,0.24673468354430375,0.08056531429279334,0.8485015189873416,4.97
EC warmup30,low_ec_true_lt_1,65,0.13019352280596533,0.19031728895253114,0.16853845982326865,0.11232369230769232,-0.01786983049827301,0.36628646153846156,0.98
EC warmup30,high_ec_true_ge_1,14,0.33320008489154107,0.4801620570089934,0.8546924883986546,0.8707857142857142,0.5375856293941731,3.087357142857143,4.97
EC warmup30,very_high_ec_true_ge_2,10,0.36368813035606706,0.5361296418863951,0.6624622542648182,0.8492,0.4855118696439329,3.7039999999999993,4.97
EC warmup30,shock_abs_delta_ge_0.5,9,0.4100797090027665,0.5714724545721362,0.8405173555395332,1.2737577777777778,0.8636780687750112,2.648444444444445,4.97
EC warmup30,shock_abs_delta_ge_1.0,4,0.5232763220362104,0.773007571564113,0.5583192414988296,1.95425,1.4309736779637896,2.45175,4.23
