,ph_xgb_gain_importance,ec_xgb_gain_importance
ph0,0.1962705832888421,0.007073694475584845
photo_temp_interaction,0.17898053357614901,0.04378369840587671
soil_temp_mean,0.0792176374703359,0.040494128605712436
hist_salt_buildup,0.057985682713038805,0.05630262828956131
ec0_x_p48_salt,0.010251491134000956,0.22801684810183778
transpiration_pull,0.0456084205446836,0.0320747303283368
soil_delta,0.047159397553277,0.006030456494338531
ph_phase_transition,0.04517450756737255,0.0004739490238670114
ec0,0.021656702174667294,0.08307676652277883
temp_x_canopy,0.030925557991917534,0.03809866310422144
hist_hrs_since_fert,0.03533461701561061,0.00769328788204992
t0_hour_sin,0.03090917629314962,0.026407601707384338
hist48_irr_prevday,0.02779797694122537,0.027964811842226052
temp_trend,0.018983700872591585,0.025885483796311476
rad_t1_log,0.015199461317267383,0.0354758967244367
log_ec_drive,0.004844694150395988,0.08085324810229814
pre_salt_irr_ratio_24h,0.018315075856443663,0.017578854452298048
irr_to_et0,0.016954382318304057,0.021334642595823024
hist_dark_recent_6h,0.016608920235733543,0.002613841773586673
stage_x_salt_conc,0.0016381046975804709,0.0617009507544287
hour_sin_b,0.012786397827313905,0.005662973602185416
hist_irr_recent,0.00754555379233567,0.02428601395878767
ET0_per_night,0.010747676605680866,0.0043846307966936135
salt_recency_pressure,0.008223627415009009,0.014867875517026062
hist_irr_prior,0.009315693443724888,0.009679416112391643
salt_event_pos,0.010565108472008249,0.0038400913825237908
fert_salt_total_t0_t1,0.010659050083946516,0.0020661325172277095
hour_cos_b,0.006147604748386801,0.017002946144828543
t0_hour_cos,0.008178840091273303,0.005788132088768834
irr_after_last_salt,0.005211859475511181,0.010328440922111813
ph_diurnal_amplitude,0.0017496694686804117,0.016662784158200456
pre_salt_irr_ratio_6h,0.0017956420964290992,0.015858641825737336
rad_morning,0.0030080459219353913,0.00705519493782471
irr_total_t0_t1,0.0017349972602629432,0.01106135561387095
gap_hours,0.002268553055015682,0.008217444366851836
t1_early_day,0.0001116100556988729,0.0002754565704188751
t0_is_afternoon,0.00011851167219515695,2.828650159211278e-05
t1_morning_short,1.4934802004798913e-05,0.0
