blend,ph_r2,ec_r2,ph_mae,ec_mae,sep2_m_pred,sep2_m_err,sep2_a_pred,sep2_a_err
0.0,0.9494931071755421,0.9602639440913019,0.2654467537431321,0.13303107349232982,9.261104946136475,1.2611049461364754,9.501739144325256,0.8382608556747435
0.1,0.9440726199999276,0.9519157513118593,0.28256534720765664,0.139264700017585,9.201875251735165,1.2018752517351654,9.588133378230687,0.7518666217693131
0.2,0.9271099005158343,0.9421861909424738,0.30445104980727866,0.1466705593191087,9.142645557333855,1.1426455573338554,9.674527612136117,0.6654723878638826
0.3,0.8986049487232624,0.9310752629831454,0.32829878430301085,0.15407641862063234,9.083415862932544,1.0834158629325437,9.760921846041548,0.5790781539584522
0.4,0.8585577646222116,0.918582967433874,0.3523645939534482,0.16170470202234583,9.024186168531234,1.0241861685312337,9.847316079946978,0.49268392005302175
0.5,0.8069683482126819,0.9047093042946599,0.37737031476086286,0.16961247621189884,8.964956474129924,0.9649564741299237,9.933710313852409,0.4062896861475913
