timestamp,ph_true,ph_pred,ph_naive,gap_hours,ec_true,ec_pred,ec_naive
2025-09-01 08:30:00,9.76,9.76,9.76,0.0,0.292,0.292,0.292
2025-09-01 12:30:00,10.38,10.58674640417099,9.76,4.0,0.306,0.30343304763255885,0.292
2025-09-02 08:30:00,8.0,9.290447001457215,10.38,20.0,0.168,0.3603339547541208,0.306
2025-09-02 15:00:00,10.34,9.480428576469421,8.0,6.5,0.299,0.23641420774217714,0.168
2025-09-03 09:00:00,8.87,8.702910389900207,10.34,18.0,0.301,0.25904028810199986,0.299
2025-09-03 15:20:00,10.32,9.834999675750732,8.87,6.333333333333333,0.308,0.435065549353822,0.301
2025-09-07 08:50:00,8.25,8.590037651062012,10.32,89.5,0.334,0.24417465869060725,0.308
2025-09-07 15:30:00,10.01,9.67219853401184,8.25,6.666666666666667,0.1548,0.4746270736905755,0.334
2025-09-08 09:30:00,8.8,8.902529606819153,10.01,18.0,0.326,0.20403175635228005,0.1548
2025-09-08 13:50:00,9.76,9.310302841663361,8.8,4.333333333333333,0.156,0.29295029882157403,0.326
2025-09-09 08:30:00,7.9,8.123531470298767,9.76,18.666666666666668,0.348,0.22822133979156164,0.156
2025-09-09 14:10:00,9.9,9.6325359582901,7.9,5.666666666666667,0.3,0.2781586296821541,0.348
2025-09-09 15:40:00,9.88,10.336954021453858,9.9,1.5,0.347,0.30856761110274816,0.3
2025-09-09 18:40:00,9.33,9.071089928150178,9.88,3.0,0.161,0.24109895598213285,0.347
2025-09-10 07:50:00,7.87,7.654925661087036,9.33,13.166666666666666,0.342,0.28310415102088277,0.161
2025-09-10 11:30:00,9.5,9.077619667053224,7.87,3.6666666666666665,0.292,0.2988694550930031,0.342
2025-09-10 13:50:00,10.16,10.093720853328705,9.5,2.3333333333333335,0.303,0.32520076396034325,0.292
2025-09-10 15:50:00,10.22,10.33004418373108,10.16,2.0,0.306,0.21803014794268832,0.303
2025-09-11 07:50:00,7.81,8.389227600097657,10.22,16.0,0.336,0.28589235488672693,0.306
2025-09-11 11:20:00,9.24,9.412686405181883,7.81,3.5,0.17,0.28651550342239124,0.336
2025-09-11 13:30:00,9.39,9.743284871578217,9.24,2.1666666666666665,0.348,0.22151535221372448,0.17
2025-09-11 14:10:00,10.06,9.849086388349534,9.39,0.6666666666666666,0.325,0.23447944023887973,0.348
2025-09-11 17:20:00,9.56,9.423805055618287,10.06,3.1666666666666665,0.288,0.2127053417535217,0.325
2025-09-11 18:10:00,9.05,9.08467280626297,9.56,0.8333333333333334,0.349,0.303200302101641,0.288
2025-09-14 08:30:00,8.48,8.428299593925477,9.05,62.333333333333336,0.177,0.2469704554904526,0.349
2025-09-14 11:30:00,9.26,9.303518872261048,8.48,3.0,0.286,0.21643657114184037,0.177
2025-09-14 12:20:00,9.65,9.592278281450271,9.26,0.8333333333333334,0.316,0.25921520756863126,0.286
2025-09-14 15:10:00,9.95,9.947419607639313,9.65,2.8333333333333335,0.156,0.24704425308807199,0.316
2025-09-14 18:00:00,9.36,9.31425358057022,9.95,2.8333333333333335,0.307,0.2624388193795523,0.156
2025-09-15 08:10:00,7.92,7.78082917690277,9.36,14.166666666666666,0.198,0.2489605706413714,0.307
2025-09-15 12:00:00,9.45,9.041105790138245,7.92,3.8333333333333335,0.321,0.2895638932762129,0.198
2025-09-15 14:10:00,10.13,9.920658600330352,9.45,2.1666666666666665,0.332,0.1835167801463632,0.321
2025-09-15 15:30:00,10.2,10.19413783878088,10.13,1.3333333333333333,0.334,0.27133393892091057,0.332
2025-09-15 17:40:00,9.09,9.388988089561462,10.2,2.1666666666666665,0.383,0.26004796190391843,0.334
2025-09-16 06:40:00,7.66,7.9621340894699095,9.09,13.0,0.358,0.3819666084225261,0.383
2025-09-16 08:50:00,8.14,8.016404781341553,7.66,2.1666666666666665,0.183,0.4300596619552074,0.358
