timestamp,train_class_acc,train_class_f1_macro,train_n_drop,train_n_stable,train_n_jump,experiment
2025-08-31 12:30:00,0.9848484848484849,0.981981981981982,19,29,18,proba_feature_t25|base
2025-09-01 08:30:00,0.9852941176470589,0.9828609096901779,19,29,20,proba_feature_t25|base
2025-09-01 12:30:00,0.9855072463768116,0.9828609096901779,19,30,20,proba_feature_t25|base
2025-09-02 08:30:00,0.971830985915493,0.9703471853120469,21,30,20,proba_feature_t25|base
2025-09-02 15:00:00,0.9722222222222222,0.9707253286283638,21,30,21,proba_feature_t25|base
2025-09-03 09:00:00,0.9459459459459459,0.9444444444444443,21,31,22,proba_feature_t25|base
2025-09-03 15:20:00,0.9736842105263158,0.9688405797101449,21,33,22,proba_feature_t25|base
2025-09-07 08:50:00,0.961038961038961,0.9590366581415175,21,34,22,proba_feature_t25|base
2025-09-07 15:30:00,0.9487179487179487,0.9453665802008206,22,34,22,proba_feature_t25|base
2025-09-08 09:30:00,0.95,0.9483625435344344,22,35,23,proba_feature_t25|base
2025-09-08 13:50:00,0.9506172839506173,0.9475656929438442,23,35,23,proba_feature_t25|base
2025-09-09 08:30:00,0.9518072289156626,0.9503599374021908,23,36,24,proba_feature_t25|base
2025-09-09 14:10:00,0.9523809523809523,0.9507458143074582,23,37,24,proba_feature_t25|base
2025-09-09 15:40:00,0.9651162790697675,0.962968142968143,23,39,24,proba_feature_t25|base
2025-09-09 18:40:00,0.9550561797752809,0.9540718105423988,26,39,24,proba_feature_t25|base
2025-09-10 07:50:00,0.956989247311828,0.9555234512711479,26,42,25,proba_feature_t25|base
2025-09-10 11:30:00,0.9479166666666666,0.946372717182928,26,45,25,proba_feature_t25|base
2025-09-10 13:50:00,0.95,0.9476353434455543,26,49,25,proba_feature_t25|base
2025-09-10 15:50:00,0.9619047619047619,0.9582258496497089,26,54,25,proba_feature_t25|base
2025-09-11 07:50:00,0.9541284403669725,0.9490185676392574,26,58,25,proba_feature_t25|base
2025-09-11 11:20:00,0.9469026548672567,0.9444381459856773,30,58,25,proba_feature_t25|base
2025-09-11 13:30:00,0.9487179487179487,0.9456316287338372,30,61,26,proba_feature_t25|base
2025-09-11 14:10:00,0.9586776859504132,0.954690065681445,30,64,27,proba_feature_t25|base
2025-09-11 17:20:00,0.96,0.9555669926230914,30,67,28,proba_feature_t25|base
2025-09-11 18:10:00,0.9612403100775194,0.9563765736179529,30,70,29,proba_feature_t25|base
2025-09-14 08:30:00,0.9538461538461539,0.9495760768434433,31,70,29,proba_feature_t25|base
