variant,family,n_features,ph_mae,ph_rmse,ph_r2,ph_naive_mae,ec_mae,ec_rmse,ec_r2,ec_naive_mae,w52_ec_low_mae,w52_ec_high_mae,w52_ec_shock_mae,w52_ec_balanced_mae,w52_ph_mid_mae,w52_ph_acidic_mae,w52_ph_alkaline_mae,w52_ph_jump_mae,w52_ph_balanced_mae,w30_ec_mae,w30_ec_rmse,w30_ec_r2,w30_ec_naive_mae,w30_ec_low_mae,w30_ec_high_mae,w30_ec_shock_mae,w30_ec_balanced_mae,ho_ec_mae,ho_ec_rmse,ho_ec_r2,ho_ec_naive_mae,ho_ec_low_mae,ho_ec_high_mae,ho_ec_shock_mae,ho_ec_balanced_mae,ho_ph_mid_mae,ho_ph_acidic_mae,ho_ph_alkaline_mae,ho_ph_jump_mae,ho_ph_balanced_mae,aug17_drop_abs_err,aug17_spike_abs_err,sep21_0720_abs_err,score
t1morning_weight_light,strict_combo,36,0.2705302500503824,0.36134634872354293,0.9483874056621523,0.8768421052631579,0.1359132614138196,0.2246809954190317,0.9684920531870722,0.19607719298245616,0.11055492309695758,0.35145913710714655,0.22801726574069767,0.2300104419816006,0.2854961491536192,0.12011914157299255,0.30000009220980445,0.32452843181221197,0.25753595368715704,0.18226695148085173,0.3081819315447841,0.9319964876125051,0.24673468354430375,0.13668823556544005,0.39388241823097736,0.39585156610322486,0.3088074066332141,0.32959314999046657,0.7403662652810732,0.6928870051283109,0.5569225,0.09811833830250902,1.2554923967422968,1.258159690415496,0.8705901418201005,0.3909391292929647,1.0898392496861662,0.17211501009762276,0.4304279468681686,0.5208303339862306,0.6132323867134086,1.3879480481669795,0.41656606963266185,2.3693872207543007
t1morning_weight_medium,strict_combo,36,0.28729177516685117,0.3824835030173983,0.9421725868792776,0.8768421052631579,0.15188811142990263,0.22761021937575265,0.9676651433571444,0.19607719298245616,0.11260223298062917,0.4858180782487273,0.4163881272275057,0.3382694794856207,0.3160855434249928,0.13980210891649314,0.2966921744176319,0.324109850612566,0.26917241934292097,0.19247721584069863,0.2977662855441258,0.9365154499521111,0.24673468354430375,0.13592585333756915,0.45503711317665696,0.4699680450316152,0.3536436705152804,0.3295467876805841,0.7376580662995234,0.6951296840602796,0.5569225,0.09663219534208323,1.2612051570345877,1.288279243861325,0.8820388654126653,0.42483975841663746,1.0900772487044477,0.1960537680611012,0.4688022624274117,0.5449432594023995,0.5666028336094631,1.2627959341364574,0.4246423210840824,2.2809580963543996
